content,
"@Claudiashein Ninguno del pasado se robo de los mexicanos tanto como morena 
Ya deja de mentir. https://t.co/zuvIG7ZSVX",0
@Claudiashein Futura Presidenta ,1
@Claudiashein Hermosa mi futura presidenta!,1
@Lacardiell @Claudiashein @XochitlGalvez jajajajajaja Claudia va ser la presidenta les agrade o no narco panistas de mierd4!!,1
@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales Vamos con todoooooo!!!!!! Vamos con XOCHITL PRESIDENTA  https://t.co/1YHkaz30Oi,1
@CitlaCarvajaI @XochitlGalvez @Claudiashein @AccionNacional @MarkoCortes @CeciliaPatronL @RenanBarrera @PanYucatan @PANMeridaMx @diputadospan @ArturoLeonMx Viva Xochitl Galvez.  Nuestra proxima presidenta!!,1
"@caroviggiano @XochitlGalvez @CDEPRIMICH @MemoValenciaR @XochitlRuizG Siiiii una mujer inteligente, capaz, preparada como lo es la Dra @Claudiashein   Por eso sera presidenta de Mexico ",1
@lopezobrador_ ?Cuanto falta para que @Claudiashein sea presidenta de #Mexico por #Morena y la #4T? 10 meses y 26 dias.,1
@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales Asi se habla SRA PRESIDENTA,1
@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales El pueblo de ya decidio quedarse con la proxima PRESIDENTA DRA. CLAUDIA SHEINBAUM VAMOS TODOS YO INVITO JA ja ja ja ja ja ja ja ja ja,1
"Mi querida futura presidenta @Claudiashein, creo con la ayuda de la actual Agencia y equivalente el proximo sexenio, puede lograr esto y ayudaria mucho en censos. En este caso me refiero a Bienestar y danos en vivienda.",1
"Nos queda claro que la proxima Presidenta de #Mexico se llama @Claudiashein. 
Gracias a toda la gente bonita de #Queretaro que nos acompano a este gran evento. 
#TeQuieroQueretaro 
#TodosSomosClaudia https://t.co/TZiA81UInN",1
"@Claudiashein Vamos con todo Dra. Sheinbaum, primer Presidenta de la historia de Mexico",1
"@Claudiashein Asi es, y por eso no seras presidenta. 

La gente ya no les creemos y estamos hartos de ustedes, mentirosos, rateros y traidores.",0
"@Claudiashein Chimoltrufia @Claudiashein Lee los.comentarios y veras que estas en tu mundo de fantasia y tu gente son puros acarreados que tarde o temprano se van a vender, ya lo veras ASESISNA, JAMAS SERAS PRESIDENTA. https://t.co/SyMo1DcmW3",0
@Claudiashein Que bien que saques a pasear a changoleon y al cara de sapo. Mientras nosotros seguimos trabajando con Xochitl Galvez proxima presidenta de Mexico ,1
@El_Universal_Mx Y esta sabandija @Claudiashein  ni presidenta va a ser,0
"@karene29 @samuel_garcias @MovCiudadanoMX @Claudiashein @lopezobrador_ @XochitlGalvez Los corruptos se unen para seguir robandole al pueblo mexicano, pero ahi viene la salvadora de Mexico: nuestra candidata Xochitl Galvez nuestra futura Presidenta",1
@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales URGENTE !!!! XOCHITL PRESIDENTA!!!  https://t.co/7kBQoWTeWh,1
"@Claudiashein Claudia siempre estuvo en movimientos sociales, tiene empatia y amor por el pueblo. Trae hasta la medula, luchar pacificamente contra las injusticias. Y ha dado soluciones de fondo a problemas en la Cdmx! Por eso sera la Primera Presidenta de Mexico 2024-2030 ",1
"@skyelmatador @Claudiashein Un presidente corrupto, hijos huevones, el dinero viene de mis impuestos, todo lo destruyen, usted no sera presidenta. Jamas",0
"@roberta88599717 Porque habla tan feo, desagradable? Cero empatia, no puede ser presidenta esta mujer @Claudiashein .",0
"@pattygmiranda @Claudiashein @_JRLB_ @AndreaChavezTre @AntonioAttolini @artemisalopezc @catrina_nortena @ChicShion @craviotocesar @GabyJimenezMX @EFGANCIRA @GilbertoHRuiz Ridicula. Y mas RIDICULA te vas a ver cuando el cadaver ese a quien llamas ""presidenta"" pierda en 2024. 
#XochitlGalvezPresidenta2024 
#Xochitl2024",0
"@sabinaberman @lopezobrador_  el mejor presidente de Mexico 
Mi voto para @Claudiashein  la proxima presidenta de Mexico",1
@ANGELJULIANVEL3 @ryo_hermoso Y @Claudiashein sera la proxima presidenta,1
"@ryo_hermoso Y aun asi, terminara su mandato y la siguiente presidenta de la Republica sera @Claudiashein .
Aunque les arda en lo mas profundo del fundillo",1
@ryo_hermoso Eres puro ardor y mentirosa. @Claudiashein proxima presidenta de Mexico. TODOS Plan C.,1
"@xochilove_rs Pa'la basura @Claudiashein proxima presidenta de Mexico. Mexico votara por Morena. Mexico es 4T, puro AMLOver.",1
@Claudiashein Y Acapulco  Lagartija?? Nunca seras  presidenta,0
@SocCivilMx Todos a votar por @Claudiashein la proxima presidenta de Mexico. Todos 4T.,1
"@nostromo71 @Claudiashein Esta vieja no tiene finta de presidenta,
Mas bien vendedora de caldo de gallina",0
"@XochitlGalvez @CiroGomezL Ahi quedate permanentemente ya que como damnificada politica requieres de ayuda. @Claudiashein proxima presidenta de Mexico. Todos votaremos masivamente 4,T.. que arrastrada sufriran, demoledora.",1
"@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales @XochitlVa2024 a perder bueno ya perdio toda su dignidad , y esta a anos luz de ser presidenta.",0
"@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales Que va a hacer quehacer? O se fue con pijama? Vieja fodonga, para pretender hay que parecer, primero que adelgace, se arregle esos pelos de elote y luego que pretenda ser cualquier cosa, menos presidenta de Mexico.",0
@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales Hahahaha  Pinch3 botarga  te la mamas neta . No seras presidenta ,0
"@pattygmiranda @Claudiashein @_JRLB_ @AndreaChavezTre @AntonioAttolini @artemisalopezc @catrina_nortena @ChicShion @craviotocesar @GabyJimenezMX @EFGANCIRA @GilbertoHRuiz Presidenta? De donde 
NADIE LA HA ELEGIDO",0
@Xochitl2024 @Claudiashein @lopezobrador_ @JuanJoseRosales Estamos contigo @XochitlGalvez ; seras la proxima presidenta de Mexico #XochiltGalvezPresidenta2024,1
@Claudiashein NO  sera presidenta,0
@Claudiashein La antipatica que no sabe dar ni los buenos dias  y quiere ser presidenta jaja,0
@Claudiashein Pese a todo lo que arman en el 2024 seras presidenta!,1
"@Claudiashein @FuturoJal NO sera presidenta, morena directo al abismo en 2024",0
"@pattygmiranda @Claudiashein @_JRLB_ @AndreaChavezTre @AntonioAttolini @artemisalopezc @catrina_nortena @ChicShion @craviotocesar @GabyJimenezMX @EFGANCIRA @GilbertoHRuiz Para presidenta solo hay una Xochilt Galvez,va",0
"@Claudiashein ?Y por que no lo iban a hacer?  ?De que privilegios gozas, Claudia? Por cierto, NO SERAS PRESIDENTA",0
@Claudiashein @lauescmon Nuestra democracia merece una mujer presidenta #ClaudiaEnQueretaro,1
"@Claudiashein En Morena manda el viejito tripon, aquel que te dio el baston mas no el mando. No le hagas a la mmda. TU NO DEBES SER PRESIDENTA.",0
"@Claudiashein No que eras cientifica?
Ni madres, solo eras y eres una vil paradita,tragando del erario
Ya te alcanzara la justicia
Es una encomienda par Xochitl Galvez la proxima presidenta de Mexico",0
@Claudiashein Presidenta presidenta presidenta vamos Morena la esperanza de Mexico ,1
"@Claudiashein @FuturoJal Saluda a la proxima presidenta de Mexico
Y no te hagas pende...ja , ni perdon ni olvido para los muertos del metro. https://t.co/i04EcKTRTx",1
@MaraRoblesV @Claudiashein @HagamosJalisco @PartidoMorenaMx @FuturoJal @PTnacionalMX @VerdeCDMX No te equivoques no sera presidenta x q no tendremos mas gente mentirosa a cargo ni corrupta,0
"@Claudiashein @FuturoJal Toda la mierda se va a mugrena , ni asi seras. Presidenta , tisica Asesina",0
"@Claudiashein Esto es obra de la oposicion desesperada porque ya le queda poco tiempo. Jajajajajajajaja. 
Animo Claudia. Proxima PRESIDENTA DE MEXICO ",1
@EddLite2018 Arriba la doctora @Claudiashein proxima presidenta de mexico!!!,1
"@Claudiashein @FuturoJal Quieres que te pasen los 80 votos que pueden sacar de esos partidos, sabes que en Jalisco no queremos a morena y ahora  a este muerto de hambre vendido menos Claudia no seras presidenta",0
@cda_adria @Claudiashein Haber Shitbaum tu que has hecho por este pais sino es nada mas chingarte la lana del @MetroCDMX dime que paso con los responsables de la L12 en donde eres una de las principales responsables Colegio Rebsamen ?? Eres una mierd@ de mujer no llegaras a ser presidenta https://t.co/bLHxsYZofN,0
@pattygmiranda @Claudiashein @_JRLB_ @AndreaChavezTre @AntonioAttolini @artemisalopezc @catrina_nortena @ChicShion @craviotocesar @GabyJimenezMX @EFGANCIRA @GilbertoHRuiz Presidenta.? no digan bobadas paleros de 4ta.,0
@Claudiashein Corrupta plagiadora! Tu no seras presidenta titina.,0
@Claudiashein @FuturoJal Y ni asi seras presidenta.,0
@Claudiashein FUERA NO VA A HACER PRESIDENTA.,0
@Claudiashein Felicidades nuestra proxima presidenta ya dijo @samuel_garcias que @lopezobrador lo contrato para mandar a @XochitlGalvez al tercer lugar y dejarte sola para que ganes facil,1
@pattygmiranda @Claudiashein @_JRLB_ @AndreaChavezTre @AntonioAttolini @artemisalopezc @catrina_nortena @ChicShion @craviotocesar @GabyJimenezMX @EFGANCIRA @GilbertoHRuiz La Calca nunca sera presidenta...,0
"Te quiero mucho Presidenta. Es un Honor caminar a tu lado. @Claudiashein 
#TodosSomosClaudia  
#TeQuieroQueretaro https://t.co/mtJ6ugemoY",1
@Claudiashein El rector y sus subditos te tienen miedo. !Claudia Presidenta! Animo y paciencia.,1
"@Claudiashein La plagiadora queria que le pidieran su autorizacion.

Lo que me llama la atencion, es que nunca hayas tenido ideas propias.

Es sarcasmo, ya sabia.

No seras presidenta.",0
"Siempre de la mano de nuestra futura Presidenta, la Dra. @Claudiashein. Siempre es y sera un Honor estar con Obrador y con Claudia hoy.
#EsClaudia #Queretaro 
#TeQuieroQueretaro https://t.co/mxe5S6mPLQ",1
@Claudiashein Proxima presidenta idonea.,1
"@juanrubiog @Claudiashein #ClaudiaEnQueretaro
Todo nuestro apoyo para nuestra Presidenta.",1
@Claudiashein Es correcto Doctora. Solo hubo algunos Twits..en los que tambien se trataba de Vincular algun plagio de usted. Pero La UNAM.. ya solo sirve a los intereses del Conservadurismo.  Animooo Presidenta! Todo Mexico votara por Usted y que siga la 4T,1
"Por el equilibrio de poderes en Jalisco y para que  @Claudiashein sea la primera Presidenta, estoy a favor de la coalicion de @HagamosJalisco  con @PartidoMorenaMx @FuturoJal @PTnacionalMX @VerdeCDMX https://t.co/vfVLa7cIRC",1
"@Claudiashein Usted no es mujer, es titere y por eso no sera presidenta",0
"Tu tranquilidad es lo mas importante para nosotros, por eso decidimos invertir en tu seguridad regalandote un seguro.",1
@Claudiashein @SEMAR_mx Oye lagartija pero si apenas eres la coordinadora no eres candidata ni presidenta. Bajate de tu nube. Tu anciano dijo que no politizarian la tragedia y a eso vas a promoverte ? No seas ridicula.,0
"@ManuelTorresRi1 @Claudiashein Est perra, si es que nuestros hermanos que no van a votar por ella. Y llegara a presidenta, tendra que usar camionetas blindadas, porque va a estar en los animos negativos de mucha gente que detesta a esta y a los morenasnos",0
@ferbelaunzaran @Claudiashein Sera tu  proxima presidenta enano pendejo lambe botas y funda de todos los de la derecha  adema eres extranjero pinche liliputiense que opinas,1
"@Claudiashein SONRIEN COMO SI REALMENTE SIMPATICOS, EMPEZANDO POR TI, RANCIA, DESABRIDA Y SIN AUTENTICIDAD @Claudiashein NO SERAS PRESIDENTA!!!!!!",0
@Claudiashein Excelente Sabado Presidenta ,1
"@Claudiashein Vamos, adelante proxima presidenta de Mexico!.",1
"@Claudiashein Hay 2 cosas que llaman la atencion de usted:

1. Su incompetencia, negligencia e irresponsabilidad como funcionaria publica #Linea12NoSeOlvida 
#FueClaudia

2. Que pese a su PESIMISMO trabajo y NULO carisma, crea que puede ser presidenta. 

Mija, en el 24 se van..!!!",0
"@Claudiashein Dicen que el  nada debe nada teme y yo creo en esta senora Claudia, futura presidenta de Mexico.",1
"@Claudiashein Enhorabuena a la proxima presidenta de mexico todos los ""MEXICANOS MEXICANOS  LA QUEREMOS .",1
"@Claudiashein Dra. Sheinbaum buenisima dias, aprovechando que lleva al representante de Morena , le puede preguntar:?Porque el expriista y profugo de la justicia Erwing Castelan esta en Morena de Coacalco? Gracias futura presidenta.",1
@Claudiashein Para esto si ay recursos y recursos del pueblo por supuesto mexico esta quieren de presidenta alguien indolente corrupta con una sonrisa gastando el dinero publico por meses en propaganda politica ilegal,0
"@Claudiashein @lopezobrador_ Claro que son diferentes, tienen las rodilla atras.
  Titina... No seras presidenta",0
"@Claudiashein Aplica tambien en reversa?
  Titina... No seras presidenta.",0
@Claudiashein nuestra proxima presidenta ,1
"La Dra. @Claudiashein sigue arrasando a toda la bola de buitres, mentirosos y payasos de la oposicion y los medios de comunicacion. 

En el 2024 contra todas las campanas de odio, la esperanza por la continuidad de la #4T prevalecera.

El pueblo manda. 

#ClaudiaPresidenta2024 https://t.co/Z1k5n61GMh",0
"@Claudiashein Excelente, la 4T sigue avanzando proxima presidenta #ClaudiaSheinbaum",1
@Claudiashein @lopezobrador_ Eres la mejor y estamos contigo Presidenta  https://t.co/Fl0cRsA3sK,1
@Claudiashein De todo corazon espero que no llegues a hacer presidenta de Mexico,0
@Claudiashein Hermosa foto Querida Claudia. Sera la presidenta mas bella del mundo.,1
@Claudiashein Gastando lo q no es tuyo y sabes NO SERAS PRESIDENTA te quedaras con las ganas,0
"@Claudiashein Chin guen a su Madre Morena y todos los partidos remoras de este.
Bola de delincuentes, ratas, hipocritas..
La cara de vela derretida no sera Presidenta bajo ninguna circunstancia.",0
"@sigimero @Claudiashein Huele a triunfo, ahi va la proxima presidenta de Mexico.",1
"@luis_journalist Lo que inicia mal, termina mal.
@Claudiashein no sera Presidenta",0
"@Claudiashein Quitate la mascara Claudia! Llegaste hasta donde estas con la hipocresia de ser incondicional de AMLO, aun no Heres presidenta y ya construiste el caballo de Troya que destruira la esperanza de Mexico (morena) pudo mas tu ambicion que la razon. Tu ultimo soldado Harfuch no pasara",0
@Claudiashein Titina... No seras presidenta,0
@RahulkMex @lopezobrador_ @Claudiashein Esa vieja no sirve para presidenta. Abran los ojos. Chale,0
"@Claudiashein Animo mi Presidenta,,,  estamos con UD...",1
"@Claudiashein Lo que llama la atencion es que con su pesima gestion al frente de la CDMX, usted pretenda ser presidenta. Que verguenza que haya sido universitaria. Es una deshonra para una institucion integrada por gente noble, inteligente, honorable y respetable. #ClaudiaNoLevanta",0
@Claudiashein La futura primera presidenta.,1
"@Claudiashein Lo que llama la atencion es que una politica tan corrupta, ineficiente, cinica y arrastrando muertes donde sea que gobierna, vaya a ser presidenta. Y luego se soprenden como en #AcapulcoOtis que ahora no saben porque estan en manos de una mierda de gobierno en los 3 niveles",0
@Claudiashein Que tenga un hermoso camino Presidenta Claudia,1
"@Claudiashein UN ESTADO EN EL QUE AFORTUNADAMENTE ODIAN A LA DEFORMACION DE CUARTA QUE REPRESENTAS, ASESINA.
JAJAJA
?CUANTO PAGARON POR ACARREADO ESTA VEZ? LADRONA.
JAMAS SERAS PRESIDENTA, ASQUEROSA TRIPA SECA https://t.co/po7zbaFREx",0
@Claudiashein Exito presidenta ,1
"Lopez Obrador utilizara todos los recursos a su alcance, legales o no legales, a fin de conseguir que @Claudiashein sea presidenta
Necesita poner en su lugar a alguien que le cuide las espaldas, pues muchas cosas ha hecho que ameritan pen, como  el colosal fraude en Segalmex https://t.co/s80DeDf9xN",0
"@Claudiashein Hipocrita No terminaste tu gobierno y vienes a hablar de el con todas tus burradas que hiciste en el
Te encargaras de sepultar a tu partido solamente tu disfruten estos ultimos anos porque seras presidenta Pero para lo que vas a servir(nada)
No edificas, contaminas y destruyes",0
"@eiabogato @teresacastellmx Shitbag @Claudiashein esta desesperada ante la incompetencia del gobierno con Otis. Le va a salir caro que al viejo pedorro @lopezobrador_ se le haya caido su teatro. Es ridiculo que con 58 muertes provocadas por su corrupcion, negligencia e incompetencia quiera ser presidenta.",0
"@Claudiashein @lopezobrador_ Imaginen a esta enganabobos al frente del pais.

Por mentiras como esta es que NO sera presidenta.

Y por las muertes que genero sera: https://t.co/Jxt3Hir2xh",0
@Claudiashein @Claudiashein no vas a ser presidenta imbecil...pinche TITERE de mierda,0
"@Claudiashein Corrupta.
Por ser familia de @lopezobrador_ te sientes o eres intocable. 
Aun no eres presidenta. Relajate",0
@Arouet_V @Claudiashein Con todo y acarreados! Diferente a la proxima presidenta Xochitl va,1
"@Claudiashein Que bruta eres askeNAZI
Las remesas son una verguenza para el pais
Implica la expulsion de mexicanos a otro pais por falta de oportunidades en Mexico
Implica lavado del dinero narco
Refleja la pobreza en Mexico gracias a la t de quinta
?Y asi quieres ser presidenta?",0
"Todo el apoyo Dra. Sheinbaum. Esa es la verdadera plaga de chinches que invadieron la UNAM, las autoridades corruptas. Sin embargo, hagan lo que hagan, sera nuestra presidenta y el proyecto de la 4T continuara. @Claudiashein https://t.co/qLPAnIjQCF",1
"@Claudiashein Todo el apoyo Dra. Sheinbaum. Esa es la verdadera plaga de chinches que invadieron la UNAM, las autoridades corruptas. Sin embargo, hagan lo que hagan, sera nuestra presidenta y el proyecto de la 4T continuara.",1
"@Claudiashein Es una verguenza ver las expresiones de todos aquellos que se dicen intelectuales y se la pasan mentandonosla madres, @ Claudia  Sheinbaum Presidenta",1
@lizarroyo4t @Claudiashein Sra x favor comentarle lo de l alinea 12 y el colegio rebsamen quedaron pendientes de resolver y quiere ser presidenta si dejo eso pendiente se la imagina de presidenta no manche,0
@Arouet_V @Claudiashein @pulso_mx Proxima presidenta de mexico,1
"@Claudiashein Quien es nomas calca, nunca sera presidenta.",0
"@Claudiashein @julionalvarez @RGC_Mx @mario_delgado TU ALEGRIA SIMULADA, RANCIA Y DESABRIDA... NO SERAS PRESIDENTA",0
@rosaurora1RA @Claudiashein Pero no sirve para presidenta!!  Ya lo demostro siendo regenta o como se diga de la ciudad de Mex!!  Gran cientifica pues que se aboque a su carrera ! Que tan cientifica puede ser cuando acepta que se recorte el presupuesto a la area cientifica de Mexico!,0
@PartidoMorenaMx @Claudiashein Claudia Sheinbaum hara historia al ser la primera presidenta de Mexico. Este 2024 voto masivo por MORENA. A ver si ahora si los pinches hocicones de los derechangos apestosos aspiracionistas muertos de hambre se van a CHASPM de Mexico. Nadie los quiere y mucho menos los necesitan,1
"@kenialopezr @OEA_oficial Verguenza te deberia de dar, ridicula esquizofrenica. Pretendiendo que otros solucionen sus incapacidades, ineficiencias, manipulaciones, calumnias, enganos y mentiras. Por eso Mexico votara @Claudiashein proxima presidenta de Mexico. Todos Plan C.",1
"@XochitlGalvez De una vez hubieras puesto el tuyo porque el pueblo de Mexico ya te enterro. Nadie cree tus mentiras. @Claudiashein es la proxima presidenta de Mexico, todos Plan C.",1
@Veronic69884232 Corrupta. @Claudiashein es la proxima presidenta de Mexico.,1
"Los mexicanos no queremos una presidenta judia ladrona, corrupta, titere de @lopezobrador_ 
@Claudiashein es un peligro para Mexico https://t.co/8NimC4CakV",0
"Pero @AnaGGuevara  les quiere quitar su premio  para tu campana politica @Claudiashein 
Los mexicanos no queremos una presidenta judia ladrona, corrupta, titere de @lopezobrador_ 
@Claudiashein es un peligro para Mexico https://t.co/PrJD2IhaHu",0
"Los mexicanos no queremos una presidenta judia ladrona, corrupta, titere de @lopezobrador_ 

@Claudiashein es un peligro para Mexico https://t.co/dxIy1KFoLV",0
"Los mexicanos no queremos una presidenta judia ladrona,corrupta, titere de @lopezobrador_ 
@Claudiashein  es un peligro para Mexico https://t.co/jhk7vUbcFj",0
"@Claudiashein Para esto quieres ser presidenta?

https://t.co/XBZ9PgtffB",0
@Claudiashein Pero tu no seras presidenta aunque quieran https://t.co/dSspHiU8JT,0
"@Claudiashein Mi querida presidenta del 2024. No hagas caso a esa bola de insidiosos, ardidos, que no saben de dignidad. A esos ignorantes no hay que darles importancia, pues no saben de dignidad solo de intereses propios y de dineros. Te felicito mi querida proxima presidenta. Saludos",1
"@Claudiashein Hay ya sientese Senora, todavia no es Presidenta y ya se siente intocable, pobre Mexico si usted gana",0
"@Claudiashein Todavia no eres presidenta y ya tienes tus aires de grandeza, como por que no se puede revisar tu tesis? @Claudiashein y @PartidoMorenaMx dejen de atacar a la UNAM",0
"@Claudiashein unos meses hasta el dia de la eleccion, Saludos Lic. Usted sera la proxima presidenta eso es un hecho.",1
"@skyelmatador @Claudiashein Quiere ser presidenta dividiendo a Mexico como el kks que peligro es que voten por una persona tan inepta, es peor que el kks quieren un Mexico de uno solo sin division de poderes, ni un voto a morena!!",0
"@skyelmatador @Claudiashein LA LOMBRIZ ASESINA, EXTRANJERA QUE NO PUEDE, NI DEBE SER PRESIDENTA!!!",0
"@miss_moxxa92 @Claudiashein, nuestra proxima presidenta y bastion para la continuidad de la 4T, viva Mexico",1
"@Claudiashein No se preocupe futura Presidenta,la #OposicionMiserableYMezquina y #PrensaProstituta ya no saben como tratar de destruir lo que es un hecho: #ClaudiaPresidenta2024",1
"@Claudiashein Claudia Sheinbaum, proxima presidenta.",1
@Claudiashein Asi mismo le pido al eterno dos cosas: 1 que seas la primer presidenta en Mexico y 2 que sanes la escoria que actualmente inunda a la UNAM (y obviamente no solo hablo del rector).,1
"@Claudiashein No se pide se denuncia que es un derecho constitucional y esta en la Ley, sobre todo si consideramos que la UNAM es un ente publico. A que mi  Clau y asi quieres llegar a ser presidenta?",0
@Claudiashein Estamos con usted Dra @Claudiashein  nuestra proxima Presidenta de Mexico,1
"@Claudiashein Uy si,  despues  de que se agarro  el verde  con el moreno, sigue enganandote   titere, NO SERAS  PRESIDENTA !!",0
@Claudiashein Quiero a esta mujer como Presidenta de Mexico,1
@Claudiashein usted no haga caso hagan lo que hagan y digan lo que digan usted sera la proxima presidenta de MEXICO,1
"@Claudiashein No te sientas presidenta intocable antes de tiempo, te enganaron con un baston de mando chafa, con el debido respeto su senoria.",0
"@Claudiashein ?Y que tal los madraza entre asistentes? Vas de picada y lo sabes, no seras presidenta de Mexico. Quiza del club de costura en la carcel por asesina, ladrona y corrupta",0
"Un gran honor caminar y hacer equipo con grandes lideres jovenes en la CDMX. Refrendamos el apoyo a nuestra Coordinadora nacional @Claudiashein, quien sera nuestra proxima Presidenta y tambien a @OHarfuch , quien creemos que representara mejor a las juventudes en la ciudad. https://t.co/iI2LaDsjFr",1
"@huichis_mx @Claudiashein @PartidoMorenaMx Ell no es funcionaria publica, no tiene porque dedicarse a otra cosa distinta a su campana. Cuando sea la presidenta, si tendra una mega chamba de continuar con la reconstruccion del puerto. Totalmente absurda tu ""critica""",
"@Claudiashein Asi te la pasas de licencia en licencia, y asi quieres ser presidenta?, ten el compromiso de cumplir con los puestos que has tenido, tambien tienes licencia del SNI?",0
@RahulkMex @lopezobrador_ @Claudiashein Si!! No mamen esa copia barata de el Kks quiere ser presidenta de MexIco . Pues lo veo muy dificil. ,0
"@GabyJimenezMX @julionalvarez @Claudiashein Genial @GabyJimenezMX felicidades por tu trabajo, un honor ser de tu equipo @Claudiashein proxima Presidenta y
@julionalvarez gracias por sumarte a este gran proyecto.",
"@Claudiashein Dadas las condiciones futuras para el 2024, hagamos valer nuestro voto. Claudia es impuesta, pues no le demos a morena la mayoria en el legislativo. Claudia para presidenta o plan C. Las 2 no!!!!",
@XochitlGalvez La Presidenta @Claudiashein si los podra ayudar ,
"If you've ever wished you could ask a book questions, this is for you. 

This AI tool is like ChatGPT for books. 

Just upload any PDF book and ask a question. You'll get an answer with page citations in seconds. 

The best part? It's free.",
"Hola Doctora Claudia Sheinbaum
#NadieComoTu para que todo Mexico se de cuenta de que no cualquier mujer puede llegar a ser Presidenta de Mexico. 
@Claudiashein, no te has dado cuenta, pero ya estas muerta, politicamente hablando 
#EsClaudia y todavia no empieza la campana https://t.co/9jxwRWMwLw",
@Claudiashein NO SERAS PRESIDENTA #EsClaudiaCorrupta,0
"@Claudiashein @PartidoMorenaMx @Claudiashein  para presidenta este 2024 y lo lograras sigue transformando a Mexico, te apoyamos desde Jalisco en el ano 2024 tambien triunfara @chemamtz_   el sera nuestro gobernador elegido por el pueblo fuera los traicioneros de la patria",
"Discover #C++Builder 12.0's massive improvements! Get a sneak peek behind the scenes, exploring enhanced #Clang toolchain &amp; #VisualAssist integration. Uncover major enhancements across RTL, STL, debugging &amp; more.   
Aug 31, 10 AM CST. Register now: https://t.co/vwcEUaSxsC https://t.co/EugBsEXDte",
"@Claudiashein @julionalvarez @RGC_Mx @mario_delgado Que viva nuestra proxima presidenta y proxima jefe de gobierno, Claudia y Omar Harfuch https://t.co/boZvCbshnP",
@Claudiashein  Mi presidenta,
"@Claudiashein Presidenta no vas a ser, ni aunque quieras, imagines o desees",0
@RahulkMex @lopezobrador_ @Claudiashein Esta judia no debe ser presidenta,0
"Forever in Our Hearts: Honoring a Faithful Friend With Memorial Ornament 

 Order here: https://t.co/aR6Cyki36A
 Worldwide Shipping!

#wanderprints #ornament #furryfriend #dog #doglovers #custom #memorialgift #faithful #heartfelt https://t.co/45AsRaQnTP",
@Claudiashein @SEMAR_mx PRESIDENTA! PRESIDENTA! #EsClaudia #TodosSomosGuerrero https://t.co/6lAh5eLlti,
@OSWALDORIOSM @Claudiashein @partidoverdemex @PartidoMorenaMx Lo celebro,
"@Claudiashein ...con unas tortas, unos frutsis y una lanita.

Ya nadie les cree. Usted no sera presidenta",
@Claudiashein La proxima Presidenta de Dinamarca,
Review: Recent advances in analytical tools to study hadronic condensates at finite density,
@Claudiashein Gracias por informarnos futura presidenta,
"@PartidoMorenaMx @Claudiashein LA LOMBRIS DE CLAUDIA NO VA! QUIEN SERA PRESIDENTA ES XOCHITL!
#xoc",
