content,
@ryo_hermoso @XochitlGalvez No yo misma me la creo...!!! Ni loca votar por esta vieja nefasta hipocrita,
"@XochitlGalvez @AccionNacional !Cuantos indigenas te rodean! Bola de aspiracionistas. !Pobre Guanajuato! Ellos tienen la culpa por votar por lacras panistas como tu. 
Ahora aguantan vara con el nefasto @diegosinhue 
!No escarmientan! https://t.co/WhVBn8jTcU",
"@ryo_hermoso @XochitlGalvez Lo que no entiendo es como alguien podria siquiera considerar votar por Patan Augusto, no lo puedo creer!",
@DrDecorazon1 @XochitlGalvez @BeatrizParedes Seran tan pejendejos de votar por Beatriz q por sus propios medios no puede llegar a un debate? Q muestra debilidad fisica? Creo q las condiciones estan dadas para Xochitl no hay de otra,
"@LOVREGA Yo iba a votar por cualquiera que estuviera en el frente , pero la opcion de @XochitlGalvez votare con muchisima conviccion ",
@perezsf01 @LOVREGA @XochitlGalvez Yo creo vive de lo que le da el Consejo Mexicano de hombres de negocios que es el que la esta apoyando al final de cuentas Y tienes razon no vale la pena votar por un una caricatura,
"@Amadoelquelolea ?Que clase de democratas seriamos si solo deseamos que sucedan las cosas y no nos  esforzamos para que sucedan?

Si los ciudadanos queremos que gane @XochitlGalvez  X es nuestra responsabilidad salir a votar el 3 de Septiembre.  

No seamos solo democratas de redes sociales.",
"@Thymocrat @alitomorenoc @BeatrizParedes ?Que clase de democratas seriamos si solo deseamos que sucedan las cosas y no nos  esforzamos para que sucedan?

Si los ciudadanos queremos que gane @XochitlGalvez  es nuestra responsabilidad salir a votar el 3 de Septiembre.  

No seamos solo democratas de redes sociales.",
@520627alze @XochitlGalvez @AccionNacional Pues como persona dejame decirte q si ella es una dam Jack ass tu estas peor no es de yo se lo doy hay q investigar al candidato para entonces votar esta cochil solo quiere robar es mas aun siendo presidente ella seguira recibiendo ordenes del senor X,
@karitoVettel650 @DrPacoMoreno1 @XochitlGalvez @COFEPRIS Aparte pertenece al GRUPO PUEBLA y eso la hace similar al Senor del Palacio asi es que que bien que tememos que votar por Xochitl. ADELANTE XOCHITL Y FUERA EL SENOR DEL PALACIO CON TODOS SUS ESBIRROS. Pronto liberare a mi Mexico de todos los politicos corruptos. ' Picahielo ',
"@luisghernan @A_Gurria @ClaudioXGG @XochitlGalvez PUES TODOS ESOS ""RIQUILLOS"" QUE LA PIENSEN.. PORQUE VAN A SER LOS PRIMEROS QUE SERIAN ""CEPILLADOS"" ADIOS PENSION UNIVERSAL!! ESPERO QUE SE INFORMEN Y LEAN LOS PLANES DE ESTE GANDALLA!!..ANTES DE VOTAR POR LA ""INGE'NERA
 https://t.co/4XPhTVcwKw",
"@XochitlGalvez Que diferencia entre tener un sueno, tener sueno y dar sueno. Mejor dennos la inspiracion de querer votar por ""ustedes"". Publicidad cara para mensajitos baratos",
@AngMariscal4T @XochitlGalvez Yo voy a votar por @XochitlGalvez  vote por el mentiroso q esta en el palacio y me decepciono  nada cumplio salio mas mentiroso q los pasados! Es mas no cumplio ninguna de las promesas!,
"@ryo_hermoso @XochitlGalvez Jajajajaja....encuestas patito
Quien va a votar por la botarga mentirosa corrupta, abusiva",
@baron53310 @ryo_hermoso @XochitlGalvez A votar por el plan C.,
@DonPorfifirio @Abejorro2012 @XochitlGalvez @Claudiashein Ojala las elecciones se ganaran con likes y RT. La base de Mugrena es de 20 millones. La gente TIENE si o si que salir a votar en 2024. Habra que generar toda una campana de llevar gente indecisa o apatica a votar.,
"@ryo_hermoso @XochitlGalvez Evitemos votar por el comunismo, la polarizacion, el odio, el encono, la mentira, la simulacion, la alta corrupcion de los morenistas.. Xochitl, mejor opcion.. Sin duda. ",
"@XochitlGalvez ...busca a los jovenes de 20 a 30 anos que estan buscando las oportunidades de trabajo, a la clase media, esa que tanto odia el presidente de 4ta por ser aspiracionista y a millones de gente que NO sale a votar, hay motivarlos, tienes mucho material para decir las cosas...",
"@XochitlGalvez Senadora ya no le dediques mucho tiempo a la base electoral que tiene AMLO, esos los tiene comprados y lamentablemente es la gente con menos educacion por lo mismo se aprovechan de ellos, busca a los jovenes, son millones que podran votar el proximo ano...",
@abrahamvanaya @SantiagoCreelM @XochitlGalvez @ComiteFAM Votar por la senora Paredes es entregar la presidencia a Morena. Asi de facil.,
"@politicomx @XochitlGalvez No Xochitl, no te equivoques, Marcelo quedo a deber mucho x la linea 12 del metro, y tu has dicho q en tu equipo no iba a haber ni RATEROS, FLOJOS Y TONTOS (en otras palabras) y Marcelo NO CABE AHI, no nos quedes mal a la sociedad q quiere votar x ti",
"@XochitlGalvez Esta matematicamente demostrado que si la oposicion va en bloque con un@ candidat@ presidencial unic@ vs Morena en 2024, se puede echar al parasito del Palacio, enjuiciarlo y encarcelarlo a el, sus hijos, hermanos y secuaces. Solo hay que votar todos por Xochitl Galvez.",
"@AvaDigital @Mamaguzo @LuisChazaroMX @BeatrizParedes @XochitlGalvez @PRI_Nacional @AccionNacional @ComiteFAM Perdimos el Estado de Mexico por panistas que no quieren votar por priistas, pero si quieren alianza no?

Siempre y cuando sean ellos quienes encabecen. Que comodo, mejor cada quien por su lado, no crees? 

#BeatrizAlFrente",
@ryo_hermoso @XochitlGalvez Me pregunto quienes estaran tan pendejos para votar por Fernandense Larona y por Ebrard,
@XochitlGalvez Xochitl eres la mejor que se escucha y vamos a votar por ti,
@baron53310 @ryo_hermoso @XochitlGalvez A votar senores XOCHITL VA,
"@DonPorfifirio @XochitlGalvez @Claudiashein Primero es una mamada que ahuevo quieran imponer a una mujer presidenta. Hay personas mucho mas capaces que esas dos senoras y peor aun es que tengamos que votar por la ""menos pior""",
@JJDiazMachuca @XochitlGalvez Pues que voten por ella ! Pepe realmente crees que la gente que no quiere a Morena va a votar por ellos independientemente si Alfaro se sube a la coalicion o perdona a Dante ! Igual la bronca seria en lo estatal pero en lo federal no votarian por Morena jamas !,
@AntiTelevisaMx Pues esta la #DonaFentanilo o la unica opcion real por la que se debe de votar @XochitlGalvez,
"@Xochitl2024 @XochitlGalvez Venga, si se puede 
Voy contigo 
Todos a votar el 3 de septiembre ",
"@NanoDante6 @XochitlGalvez no te creo!!
Que vayas a votar por ella!!",
"@XochitlGalvez Creo estamos a tiempo de exigir como sociedad civil, se nos tome en cuenta. Los partidos juntan 3mills., Nosotros definiremos la eleccion y ustedes estan haciendo compromisos y partidizando el proceso. Xochitl, regresa, voltea a vernos. Si, no lo haces la sociedad no va a votar.",
@ryo_hermoso @XochitlGalvez No me es posible creer que alguien en su sano juicio y libre albedrio pueda votar por la Claudia shimbombo,
"@mart93718508 @ryo_hermoso @XochitlGalvez Lo que se me hace dificil de creer que existan ""gentes"" que quieran votar por el mugroso ronoso y apestosos de Norona dan pena ajena para no decir asco",
"@ryo_hermoso @XochitlGalvez Si la encuestas dieran victorias..cuanta gente va a votar de los encuestados, donde se hizo el sondeo, que metodologia de utilizo, que porcentaje de la poblacion y nivel socioeconomico tenian, para ganar seolo se necesita convencer al amigo, familiar, o vecino apatico que no vota",
"@XochitlGalvez @IndEmbMexico No sea ridicula 
Con eliminar a todos los corruptos de Mexico es mas que suficiente, no tenemos que ir a la luna para hacer eso !!
Solo no votar por ustedes ",
@azucenau de verdad???? no mameeeeessssss entonces si hay que votar por @XochitlGalvez ,
"@ryo_hermoso @XochitlGalvez Tonterias. Hasta que no salgan todos a votar, eso solo son barritas de colores",
"@lopezdoriga @XochitlGalvez Hay Pxnchx chxyxtxrx,
Anoras los millones que jamas tendras, por eso votar por;",
@XochitlGalvez Si Realmente Lo Quisieras Hubieras Aprobado Las Reformas Que Envio AMLO. Pero Seguiste Ordenes de Tus Jefes Como Marko Cortes de Votar en Contra. Asi Que No Vengas a Mentir Que Estas a Favor del Pueblo.,
"@ryo_hermoso @XochitlGalvez Solo se la creen ustedes, pero esta padre que sigan creyendo que alguien va a votar por la botarga  entre mas se hagan tontos mejor",
@katrinacreel @abrahamvanaya @edelamadrid @XochitlGalvez Precisamente!!! Tiene que quedar Xochitl!!! Todos a votar por Xochitl!!!,
"@lpazosp @ArturoDammArnal @XochitlGalvez Mi voto no es ""para sacar a morena"". Mi voto es para defender la vida, y si votar por Xochitl significa poner a alguien peor que AMLO en el tema del aborto, preferible que siga MORENA. Siempre es posible ir de Guatemala a guatepeor por el voto desesperado y mediocre a chochil. https://t.co/3c9pItbXE4",
"@doc_acido @callodehacha @XochitlGalvez la Malinche no representa ningun peligro, la poblacion ya tuvo suficiente con sus declaraciones para no votar pr ella, pero aparte la militancia priista no votara por ella, estan haciendo calculos pensando en contar con el respaldo del PR,I pero no lo tendra, eso es seguro",
@XochitlGalvez Yo voy a votar por ti.. pero solo te pido que metas a la carcel ya sabes a quien.. al bien llamado KK's,
"@PM_Navegaciones @XochitlGalvez @BeatrizParedes jajajajajajajaja el ultra apoyando a Beatriz Paredes, ver para creer, todo con tal de no competir contra @XochitlGalvez estan desesperados, ahora estan organizandose para votar por la tlaxcalteca",
"@ryo_hermoso @XochitlGalvez ?Te das cuenta que si le sumas lo de Ebrad y Norona a Claudia supera facil a Galvez?

?O acaso crees que los que querian votar por Ebrad van a ir corriendo a votar por alguien que no sea Morena?

Si no encuentras saben hacer padre santo. ",
"@la_grenitas @EmilioAlvarezI @SCJN @senadomexicano @INAImexico Si gana #morena el 2024,tod@s los ministros van a votar como #YazminEsquivel.

Por eso tod@s a votar por @XochitlGalvez .",
@ryo_hermoso @XochitlGalvez jajaja anti AMLO dice su perfil y quiere votar por otra comunista que hasta el ano pasado apoyo a Guadiana en Coahuila xD,
"@isabeltorrest1 @ryo_hermoso @XochitlGalvez Justo esa indiferencia es la que debemos evitar. No puedes negar que han existido sexenios mejores que otros, a uno les fue mejor con el pasado a otros en este. No importa por cual, pero tienes que votar. A menos que toda tu vida haya sido plana sin altibajos",
@XochitlGalvez Plan C todos a votar por MORENA para tener mayoria en el senado y sacar a ese poder judicial corrupto,
"@ryo_hermoso @JesusMa18483247 @XochitlGalvez El verdadero problema es que @Xochitl  sea la elegida por los votos y que la cargada priista vaya a votar en masa, lo que no hicieron al elegir candidato.
Lo que resta es que TODOS votemos por Mrs. X...",
@XochitlGalvez @AccionNacional VOTAR POR LA BOTARGA ES ASESINAR A MEXICO. https://t.co/RciLAIGuRf,
"@Chupy35 @XochitlGalvez Todos los politicos sucios son aborteros, por eso vamos a votar a  @EVerastegui que es el bueno para 2024",
"@AngMariscal4T @XochitlGalvez Miren yo voto por el PRI En la eleccion pasada pero ahora ver a esta candidata No mamen (para que me entienda ella), me da verguenza pensar en votar por ella, PREFIERO Votar POR CUALQUIER  delincuente mas listo.  No entiendo de pq desde 2019 no se preparo a alguen.",
"@520627alze @XochitlGalvez @AccionNacional UTA, pues que nivel tienes para votar por esa tipa tan corriente y corrupta.",
"@macciudadano @DonDevaluacion Lo unico que puede hacerse para castigarlos es votar por @XochitlGalvez.

Cualquier otra medida les causara risa.",
@XochitlGalvez @SCJN Si hay algo q a marcado q este pais no avanze en seguridad es la SCJN . corrupta y es de 1mbesiles no darse cuenta de toda las injusticias ...solo ustedes se asen en su burbuja .....por cosas como estas es q jamas volvere a votar x lo q representas,
"@ryo_hermoso @XochitlGalvez Ojala que vayan a las urnas!
Porque la comodidad de participar en una encuesta, no es igual que ir a formarse en una casilla de votacion.
Lo importante es que se motive a la gente, para que acuda a votar!",
"#EntrevistaMVS 

""Quedamos 2 mujeres, ya tengo el 50% de probabilidad de ganar, en las encuestas voy a arriba, entonces, si estos que se movilizaron por m', salen a votar, mas los que tiene el PAN y los de Santiago Creel, sera una votacion. Creo que sera un proceso interesante"": @XochitlGalvez

102.5 FM 
https://t.co/hOwspItfhn ",
"@JosLuis26197595 @XochitlGalvez @AccionNacional @ClaudioXGG @SantiagoCreelM @BeatrizParedes su estrategia es ganar votos para la camaras de senadores y dioutados , salgamos a votar y quitemosle el registro a estos dos partidos ",
"@RobertoMadrazo_ @BeatrizParedes SI QUEDA BEATRIZ PAREDES O TROCHIL GALVEZ LO MISMO PASARA. ?POR QUE SE PRETENDE INFLAR A LA BOTARGA CON ENCUESTAS PATITO?, NOS QUIEREN VENDER LA FALSEDAD DE QUE @XochitlGalvez ESTA LEVANTANDO O A LA HORA DE VOTAR DECIR EN NUESTRO INTERIOR: ""DICEN QUE ESA VA A GANAR"".  NO ES ASI.",
@ryo_hermoso @XochitlGalvez El problema de las encuestas es que la gente se queda con la idea de que ya gano y por eso no sale a votar porque ya gano,
@XochitlGalvez Pero quiero ver el video completo. No vayas a hacer tus pendejadas de editarlo y manipularlo a tu antojo. De todos modos ni pienses que voy a votar por una tamalera.,
@eltemagv Todos a votar por @XochitlGalvez,
@LuisaAlcalde @lopezobrador_ Todos a votar por @XochitlGalvez,
@XochitlGalvez como le podemos hacer para votar y apoyarte para que quedes enfrente del frente amplio?,
"@lumendoz @XochitlGalvez Vamos con todo a votar.

Por Xochitl, claro!!",
@XochitlGalvez @SelvameMX y porque no la hiciste de pedo cuando empezo el desmadre del tren maya ...nadie va a votar por esta comediante,
"@DonPorfifirio @ManuelDeJesusMx @XochitlGalvez @BeatrizParedes Quien vote por Beatriz, no le das oportunidad de reenviar para que otros simpatizantes tengan la oportunidad de tambien votar.

A los que vamos por Xochil si.

Por lo que seria una encuesta sesgada.",
"@DonPorfifirio @XochitlGalvez @BeatrizParedes Creo que aqui el arrastre depende que salgamos a votar y convenzamos a la gente de salir por la ganadora que en este caso ojala sea Xochitl, porque la verdad ya no creo que pase la seno Walls.",
@XochitlGalvez Como convencernos de votar por ti !! Si trabajaste con Fox . Uno se los peores sexenios en la historia de mexico,
@XochitlGalvez @AccionNacional Mi tia la PANISTA ya me dijo que no va a votar por ti por que dice que no le gustan los indios para rajada,
"@RosaliaGrace2 @abrahamvanaya @SantiagoCreelM @XochitlGalvez @ComiteFAM @chavacanamayor @samuel_garcias @BeatrizParedes @alitomorenoc Entonces quien? Diganos quien es el bueno abuelita, por quien tenemos que votar para sacar a la 4T?
Quien tiene posibilidades reales!!
Candidato real!
Como dice la cancion, ""dime abuelita""",
@SonoraStarMx @deniseramosm @pedroferriz3 @JTrianaT @XochitlGalvez @Claudiashein Los pobres e ignorantes son mayoria y a la hora de votar hacen la diferencia.,
@baron53310 @ryo_hermoso @XochitlGalvez Vamos a votar por Mexico! (al fin de cuentas es lo mismo dicho de otra manera)... Saludos!,
"Xochitl @XochitlGalvez  porque no habilitar casillas especiales para que podamos votar el 3 de septiembre los que andamos en transito, tal y como en elecciones presidenciales. https://t.co/L18rRCO3Yb",
"@ComiteFAM @XochitlGalvez,  porque no habilitar casillas especiales para que podamos votar el 3 de septiembre los que andamos en transito, tal y como en elecciones presidenciales. https://t.co/1fBCY5hzET",
"@XochitlGalvez,  porque no habilitar casillas especiales para que podamos votar el 3 de septiembre los que andamos en transito, tal y como en elecciones presidenciales. https://t.co/QOhHCv9acv",
"Si te registraste en la plataforma del Frente Amplio por Mexico, muchas gracias. Ahora viene lo mas importante. Verifica tu registro en https://t.co/OoJVxuezvx y si apareces en las listas mantente informado  este 3 de septiembre saldremos con esperanza a votar por @XochitlGalvez",
@XochitlGalvez Creo que es importante que sepa esto:  en la GAM andan celebrando asambleas para otorgar credenciales a los habitantes donde se comprometen a votar por la cuarta transformacion.  Acaso es esto legal?,
@caali65 @XochitlGalvez Si salgamos a votar para derrotar a la pina y su pandilla bola de corruptos,
"@XochitlGalvez Honestamente que horribles spots te hacen, deberias de siquiera checarlos son ridiculos y queda mas que en evidencia lo fantasioso que resultaria que alguien llegara a votar x ti, ademas de que no son baratos, los pagas con las gelatinas que vendiste en tu tan sufrida infancia?",
"@mario_dico50 Entonces no hay que votar por Beatriz Paredes y exigirle a @XochitlGalvez que NO incluya engendros de morena, eso de que esta tomando en cuenta a Chelito Ebrard para invitarlo a formar parte del gobierno si ella gana, es preocupante.",
"@MarZun0130 @BerthisBonita @bereaguilarv @MexicoXochitl Tan se necesitan los votos de todos que hasta el PRD es vital en estas elecciones en donde Morena sacara lo mas corrupto para perpetuarse en el poder. Como en el box, esto le sirve a @XochitlGalvez para la verdadera masacre que sera enfrentar a Morena. Y nosotros debemos votar.",
"@XochitlGalvez Ok siiiiii a todo lo que dice mi xochitl, pero es desesperante que nadie tome en cuenta EL ABSTENCIONISMO QUE HAY ENNEL PAIS. Solo la MITAD de la ciudadania sale a votar y en su mayor parte salen a votar por otro partido https://t.co/C2OhPN1KSA",
"@ComiteFAM @PRI_Nacional @AccionNacional @PRDMexico @XochitlGalvez @BeatrizParedes A 10 dias, la opacidad nos preocupa, x el bien d Mexico  inviertan en su plataforma, la solucion es VOTO  DIGITAL insisto VOTAR EN LINEA nos dara resultados inimaginables TECNOLOGIA DIGITAL",
"@XochitlGalvez @ComiteFAM @AccionNacional Estamos a 10 dias, la opacidad en la votacion nos preocupa, x el bien d Mexico  inviertan en su plataforma, la solucion es VOTO  DIGITAL insisto VOTAR EN LINEA nos dara resultados inimaginables. TECNOLOGIA DIGITAL es lo d hoy, manana.",
"@XochitlGalvez Y que ya dejen de votar los que reciban apoyos sociales si era una chinga llevarlos a cobrar su pension y todavia hacen fila en esos calorones, me toco ver morir a varios ahi formados, lo mismo pasa cuando van a votar,  ya que los jubilen hasta para las votaciones.",
"@JosefinaVM @XochitlGalvez La que quede ya perdio por racistas y clasistas, por votar en contra de todas las reformas a favor del pueblo, ya ven nos vemos en las urnas sigan asi y nadie va a votar por su horrible Narco partido el PAN",
"@Gral_Diaz_Mori Xq ofenden a Beatriz? Si los ciudadanos quieren a @XochitlGalvez, facil voten x ella. Ojala que todos esos que estan atacando a Beatriz esten registrados para votar el 3 de Sep.",
"El gobierno No es la solucion, el gobierno es el problema, en Tabasco 4 de cada diez mujeres con credencial de elector van a votar por #XochiltGalvezPresidenta2024
El fenomeno de empoderamiento de las mujeres, podria darnos la prinera mujer gobernadora. @XochitlGalvez x Tabasco https://t.co/FrEGukO9t2",
"@macariomx De acuerdo. La coordinacion del FAM debe ser de @XochitlGalvez, pero no debemos de olvidar que Morena tambien puede votar en este proceso, y lo haran a favor de Beatriz Paredes, a quien admiro y respeto, pero, como bien senala el articulo, al final es harina del mismo costal.",
"@lumendoz @XochitlGalvez Hay q ir a votar el 3 de Septiembre, son los ciudadanos contra la estructura del PRI",
"@lumendoz @XochitlGalvez Q desafortunado que Miguel de la Madrid quedo fuera, el es el mas preparado para dirigir el pais. Ni modo t nfre q votar por esta senora q no me convence, pero nunca darse un voto a los morenacos!",
"@callodehacha @XochitlGalvez Lo unico que tienen que hacer el sur-sureste de Mexico, es NO votar por Xochitl: Guerrero, Oaxaca, Veracruz, Campeche, Tabasco, Chiapas, Quintana Roo, Yucatan.",
"@Hisoymario El apoyo a @XochitlGalvez en redes no servira de mucho si no salimos a votar el 3 de sept
El reto no es escribir apoyos, el reto es ir a votar",
@XochitlGalvez @SantiagoCreelM para de ridiculos ll mas gracioso nunca nadie ha votado por ustedes siempre han sido pluris que les hace pensar que la gente va a votar por ustedes ,
"@ferbelaunzaran @XochitlGalvez @BeatrizParedes Evidentemente que para Ganar es necesario UnionNacional
Y Cuando se va a votar por el Futuro de Mexico Se tiene que ser Responsable y es importante...informar antes de ",
"#FrenteAmplioPorMexico 
@ComiteFAM 2
@BeatrizParedes es parte del peligroso Foro de Sao Paolo..y trata de dividir el #FAM

No debe de continuar en la contienda..estaba en ultimas posiciones..y de repente eliminan a @edelamadrid y ella queda?
Desde el extranjero, eso nos intriga !

Si realmente le interesa #Mexico (como dijo)...que baje su candidatura por el bien de ",
