content,
"Tras las acusaciones de uso de recursos publicos y acarreo a sus asambleas, Claudia Sheinbaum nuevamente lo nego y aseguro que si alguien recurrio a dichas practicas para favorecerla es condenable
 #RegistrateGratis https://t.co/lLZ3KdlJAf",0
"SHEINBAUM NIEGA ACARREO O GUERRA SUCIA COO ACUSO Marcelo Ebrard /""Seria hasta contraproducente"", refirio la exjefa de gobierno y aspirante a la candidatura por Morena, Claudia Sheinbaum. Esto luego de los senalamientos del excanciller.

#Nacional #MorenaVa #ClaudiaSheinbaum https://t.co/6wYrhd9gf7",0
"El fraude esta en marcha https://t.co/joMYvJXYmB 
No hubo ley que frenara a Lopez Obrador, ni a gobernadores, ni a Claudia Sheinbaum para APLASTAR a Marcelo Ebrard, MENOS LA HABRA PARA DETENER EL ATROPELLO CONTRA XOCHITL GALVEZ

EL ROBO DE LA ELECCION FEDERAL YA ESTA EN MARCHA",0
Asi las tramposa de CLAUDIA SHEINBAUM,0
"Nada nuevo No trae nada Es su ultimo recurso a costa del erario ciudadano Toda su vida ha sido asi Es muy tramposa y de punaladas traperas.      ""Sheinbaum paga 400 mil por hora para posicionarse en Tw "" 

https://t.co/n2w6gIC92w",0
"Desde que se hizo un desvio de recursos para ayudar en una fuga en carros del gobierno mexicanos a reos de una prision.
Se le aviso al Presidente Amlo que Claudia Sheinbaum era lider del Crimen organizado.
https://t.co/3ggsrjv03B
Amlo es complice del Crimen Organizado!",0
"@GlodeJo07 @Claudiashein Vete al.v  al menos yo no soy bot .
Aun no he decidido mi voto por Claudia Sheinbaum, pero si queda ella vamos a ir con todo por ella !!",0
Cada dia le salen mas desvio de recursos a Claudia Sheinbaum alias #LadyFentanilo https://t.co/VyUcfoA9BB,0
"Nada nuevo No trae nada Es su ultimo recurso a costa del erario ciudadano Toda su vida ha sido asi Es muy tramposa y de punaladas traperas.      ""Sheinbaum paga 400 mil por hora para posicionarse en Tw "" 

https://t.co/n2w6gIC92w",0
@Milenio @m_ebrard Bien tramposa Claudia Sheinbaum alias #LadyFentanilo https://t.co/izObVcmgis,0
"Ojala que Claudia Sheinbaum alias #LadyFentanilo sea la candidata de MORENA para el 2024, asi sera mucho mas facil que ella, AMLO y todos los corruptos de MORENA, sean detenidos y sentenciados por todos sus crimenes! https://t.co/D7EcdPWKy6",0
"@vampipe @brozoxmiswebs @CarlosLoret @Claudiashein Explican exactamente lo que la campana de #ClaudiaSheinbaum representa, un titere de #AMLO sin ideas ni argumentos propios, que solo repite lo que le ordenan, mientras gasta millones en su asquerosa campana.
#MorenaCuevaDeDelincuentes https://t.co/rHNX5BuB3q",0
@GobiernoMX @lopezobrador_ Tambien van a explicar la compra ilegal de fentanilo de parte de Claudia Sheinbaum al mega corrupto Carlos Lomeli?,0
"Las mas de mil mujeres acusaron haber sido excluidas por Claudia Sheinbaum Pardo  
Mira la nota  
https://t.co/sDfviOtP97",0
"Una caso mas de operadores politicos del gobierno de Lopez Obrador en la UNAM es el de Mireya Imaz Gispert, hermana de Carlos Imaz, expareja de Claudia Sheinbaum, y que tambien estuvo casada con Imanol Ordorika, formo parte del grupo cercano a su excunada  .",0
No tiene madre @Claudiashein #ClaudiaSheinbaum,0
"O sea el gobierno de Claudia Sheinbaum si le compro fentanilo a una empresa  sancionada por Estados Unidos por nexos con el cartel de Sinaloa, la cual pertenece al futuro candidato morenista a la gubernatura de Jalisco.",0
@donchipotlon Lo dice la oposicion y Loredo montajes que ya no hayan que inventar para tratar que quitarle puntos a Claudia Sheinbaum en las encuestas. Dan pena. https://t.co/ATh09TBwBZ,0
@jenarovillamil @FGRMexico @FelipeCalderon Y a Claudia sheinbaum y Carlos Lomeli por vender fentinilo!! Y Ovalle Segalmex  https://t.co/fYBh9amHls,0
"Claudia Sheinbaum: Se ha estado diciendo que llevo ""acarreados"" a los eventos adonde voy, que hemos hecho ""guerra sucia"", y yo niego que esto sea cierto, ya que seria contraproducente hacerlo. #ULTIMAHORA https://t.co/vPPqTSwsUd",0
@Claudiashein No es como que Claudia Sheinbaum tenga mucho prestigio. Es mas la palabra de cualquier persona vale mas que mil aclaraciones de esta senora que dejo la Ciudad de Mexico por otro cargo.,0
"@gonzalezisaac22 Amigo Gonzales, si vez las noticias de Mexico, la Dra. Claudia Sheinbaum compro miles de tabletas e Fentalino a una empresa inhabilitada, la Dra. Claudia Sheinbaum le robo el sueldo a muchos trabajadores y ahora exigen su dinero con el actual Gobernador de CDMX.",0
"Claudia Sheinbaum famosa por su exmarido Carlos Imaz porro de la UNAM del CEU por eso ella se volvio porra,se le recuerda por la tragedia del REBSAMEN y la tragedia de la Linea 12 del STC,lo dejaria en condiciones deplorables,Gerardo Fernandez este TIPEJO un simple PATAN.",0
"Se destapa red de bots contratado por Claudia Sheinbaum, los cuales les podrian costar hasta 400 mil pesos por hora, todo esto para impulsar una campana que no mas no levanta
?De donde saco TODO ese Dinero?
?Donde quedo la austeridad que tanto proclaman?

https://t.co/EG56lyLHEw",0
"@laoctavadigital @Claudiashein Alguien que deja el puesto para meter a un porro, ignorante y parasito como Marti Batres en la CDMX, solo podria ser un personaje como Claudia Sheinbaum: un titere de Lopez, que solo sabe de ineptitud, sumision al jefe, mentiras y cinismo.",0
"@LauraBruges Claudia Sheinbaum siempre es omisa a las necesidades de la gente cuando ha estado gobernando.
Es negligente y muy corrupta.
#ALasPruebasMeRemito 
#ClaudiaNoEsLaRespuesta",0
Creen que Claudia Sheinbaum podra ser presidenta pero ni siquiera pudo con el @MetroCDMX,0
"Siempre reafirmo que son una asquerosidad de personas todos los de atypical tv asi mismo reafirmo con este video que es #EsClaudia 2024-2030
#CDMX #Mexico #ClaudiaSheinbaum #sheinbaum #MarceloEbrard #ebrard https://t.co/NqHjZZ4NK7",0
Marcelo Ebrard entrega pruebas sobre presunto acarreo a favor de Claudia Sheinbaum. https://t.co/CjrV6U0orG,0
"Ustedes creen en los discursos de Claudia Sheinbaum?
Recuerden que asi empezo Lopez Obrador, prometiendo cosas que nunca cumplio y Claudia es el clon de Lopez Obrador.
Estamos a tiempo de no cometer el mismo error. 
NI UN VOTO PARA MORENA EN 2024!!!",0
"A cuatro dias del proceso interno de Morena, Marcelo Ebrard presento una encuesta en la que se observa un incremento sostenido a su favor del 2.1% alcanzando el 30.8% de la tendencia positiva, mientras que Claudia Sheinbaum bajo al 28.7% 
https://t.co/WQS4oWGYO9 https://t.co/xCRLvaxlLI",0
"@rthur013 #ElTinacoDeGuadalajara  xq este si SIRVE!
Y  @ClaudiaSheinbaum  no sirve para NADA!",0
@MariettoPonce @AlessandraRdlv Lo bueno que tu siii !  Si tu agredes a Claudia sheinbaum  una cosa es que no te simpatize  y otra tu violencia hacia ella .,0
"@catrina_nortena @FelipeCalderon @Claudiashein No puedo entender que #ClaudiaSheinbaum dice luchar por la justicia cuando es una complice de Cuauhtemoc Blanco un arribista en el movimiento, que tiene nexos con el crimen organizado en #Morelos, No mentir, No robar, no traicionar y este tipo hace todo lo contrario. https://t.co/ZUSrhb33jm",0
"El dia de ayer en #Controversias contamos con la presencia Jesus Uriostegui Garcia, Coordinador de los trabajos de promocion de Claudia Sheinbaum en Guerrero, asi como de la talentosa cantate y actriz Valeria Ferro Oficial, acompanada de su padre el Dr. Silverio. https://t.co/HkT2UEVDmv",0
"Claudia Sheinbaum nego que se este llevando a personas acarreadas a sus eventos, y que promueva la guerra sucia en la contienda interna de Morena, dijo que son practicas que se sufrieron durante anos y que no comparte,porque ademas resultan contraproducentes. https://t.co/LE6IbKcUet",0
"Ciudad de Mexico

Lugar donde Claudia Sheinbaum puede cerrar campana por la coordinacion hasta 3 veces ... pero incapaz de entregar la remodelacion de una linea del metro.",0
"@CarlosLoret Carlos, soy tu seguidora. Te paso un dato: trabajo en la SEV aqui en Xalapa y estan organizando un acarreo de empleados, porque Claudia Sheinbaum viene al velodromo el domingo, por si lo quieres documentar.",0
"@abrahamvanaya Ya no saben que inventar, y para cuando abren una carpeta por la Linea 12 del Metro a Claudia Sheinbaum, hubo 26 muertos por su negligencia por ese caso puede pasar muchos anos y tambien perderia su candidatura debe Morena fincarle un juicio",0
"Hasta hace unos dias, Massive Caller ponia arriba en las encuestas a Claudia Sheinbaum

Tenian contratos con el Gobierno de la CDMX cada 3 meses, pero no les han renovado el contrato, asi que Sheinbaum cayo en las preferencias

#ALasPruebasMeRemito https://t.co/gfiVU6gAD2",0
@faradbear @AdolfoCordovaM Como la vulgar ambiciosa de Claudia Sheinbaum que pacto con el PRIAN para llegar https://t.co/EbDvMwOPZD,0
"Como se llama esto. Agustin Coppel, uno de los constructores del Frente Amplio Opositor, aparece sonriente en el comite de recepcion de Claudia Sheinbaum en su encuentro con empresarios de todo el pais convocamos por el CCE. Traicion? Diplomacia? Doble juego? Espero respuestas. https://t.co/rR73eJi8Rf",0
"@Claudiashein Claudia Sheinbaum:
?Por que no reportas en tus gastos la renta de auditorios, plazas de toros, lienzos charros, estadios de baseball?
Claramente te vas a gastar + de  5 millones 
?Piso parejo?
Y vienes a hablar de UNIDAD
!Eres una mentirosa!
!Eres una cinica!
Eres una hipocrita",0
"Por que Claudia Sheinbaum siempre aparece con cobertura positiva en los estudios que publican en El Heraldo?

Porque la empresa que hace esos ""analisis"" recibio 5 millones de pesos por parte del Gobierno de la CDMX.

Otro proveedor que beneficia a Sheinbaum

#ALasPruebasMeRemito https://t.co/fwcAqhfDzl",0
"Otro proveedor de Claudia Sheinbaum que la pone arriba en aprobacion en la CDMX y en las encuestas internas de Morena:

Buendia &amp; Laredo / Buendia &amp; Marquez 

Ademas, en 2022 recibieron varios millones de pesos por parte del PVEM (aliado de Claudia). 

#ALasPruebasMeRemito https://t.co/zk6j5t9KFT",0
" En mayo, morenistas violaron la ley electoral a favor de Claudia Sheinbaum en un acto de campana en Coahuila. Descaradamente le llamaron ""Presidenta"" en un mitin.

Pero dice @mario_delgado que no hay pruebas.

#AnteLasPruebasMeRemito
#PisoParejo

https://t.co/9iAK6MO1eg",0
"Otra ""encuestadora"" mas con conflicto de interes:

Se trata de Metrics MX, que le pertenece a Veronica Malo y es columnista de SDP, medio que ha recibido mas de 100 millones de pesos por parte de Claudia Sheinbaum.

Tambien pone 10 puntos arriba a Sheinbaum 

#ALasPruebasMeRemito https://t.co/AmQVGUC8Sm",0
@elalbertomedina @nachopeinadol @ProyectoPuente ESTAMOS PAGADO LAS CAMPANAS DE CLAUDIA SHEINBAUM Y LAS CASAS DE HOUSTON DEL GORDO HIJO DE LOPEZ,0
"#PisoParejo
#AnteLasPruebasMeRemito Que miedo tiene Claudia Sheinbaum, que tiene que pagar a la gente para que le den su voto? Tomen lo que les de hoy comen despues seis anos dependeran de lo que ella les quiera dar. ""Quien paga para llegar, llega para robar"" https://t.co/6BrKNOXwjq",0
"Me consterna que la intelectualidad organica de Claudia Sheinbaum que debuto de planta con @leozuckermann esta semana no pueda superar las viejas categorias de analisis de Castaneda, Dresser o Bravo Regidor. ?Como pretenden ganar la batalla de las ideas hablando como tecnocratas?",0
"Dice AMLO que Claudia Sheinbaum no consume Fentanilo, ""pero que  no lo volvera hacer"" mientras el consume alfalfa  espacial! 

Eso explica todas las pejendejadas que dicen  y hacen!

#LadyFentanilo https://t.co/uRVdotMTUT",0
"https://t.co/x41Aaj1cNT
El por que del cierre de Claudia Sheinbaum en Veracruz""
El encuentro de Claudia Sheinbaum en Xalapa podria tener lecturas muy diferentes a los que se han venido expresando en medios locales
Por redaccion de la Columna Politica Express",0
!Malas noticias para #ClaudiaSheinbaum! La decision de la direccion del #Metro de cerrar el tramo de #Pantitlan le pega de lleno. ?No que no necesitaba arreglos? https://t.co/6bAOeVfbu6,0
"#LadyFentanilo alias Claudia Sheinbaum @Claudiashein prefirio desviar millones de pesos para sus bardas, que atender los servicios de los capitalinos. El Metro es una tragedia.",0
Ninguna novedad Ya se habia advertido el legado necrofilo de Lady Fentanilo :la globalista neoliberal Sheinbaum https://t.co/OpLVqnMvmu,0
"Si, yo me robe el presupuesto de la cd de Mexico para mi campana presidencial, pero a mi no me reclamen nada, yo ya no soy jefa de gobierno

""Claudia Sheinbaum""",0
"Claudia Sheinbaum, #LadyFentanilo. ?Para que uso su gobierno la droga? Se la compraron al corrupto de Carlos Lomeli https://t.co/erDSAOu0Rv a traves de @aortiz52",0
"@CamaritaPirata Que triste panorama para Claudia Sheinbaum, ni con acarreados la hace. Que pena que todavia existan gentes con poca dignidad vendiendola por unas miserias politicas, eso es como venderle su alma al diablo ",0
"Hay un evidente conflicto de interes entre Claudia Sheinbaum y las encuestadoras que la ponen con una amplia ventaja en la competencia interna de Morena:

Todas las encuestadoras fueron proveedores del Gobierno de CDMX.

Aca las pruebas de Parametria

#ALasPruebasMeRemito

 https://t.co/szh1gnX7Az",0
"Claro que miente Ebrard, ya esta dando sus patadas de ahogado y no sabe como desprestigiar a Claudia sheinbaum",0
"Una vez mas atestiguamos la negligencia de Claudia Sheinbaum y todo Morena al frente de la CDMX:

Obras que requieren reparaciones urgentes y que trasladan a miles todos los dias a punto de caerse. 

No podemos tolerar una tragedia mas.",0
"Espectacular Promocion de Claudia Sheinbaum con Drones y Musica en Apatzingan rumbo a las Encuestas de la 4T, y la austeridad ?donde quedo? https://t.co/Lqh3xcsIFj",0
"Orquestaron fraude contra Marcelo Ebrard, dentro de su mismo partido para favorecer a Claudia Sheinbaum.

?Jugaran limpio contra el Frente Amplio por Mexico?

No lo se, denunciemos sus triquinuelas y vayamos no solo por la presidencia sino por las camaras.
#ParticipaDecideCambia",0
Siguen inflando al globo llamado Claudia sheinbaum.,0
"!!ACARREO Y FRUTSI en evento de #EsClaudia !!
?No que ya se habia terminado la epoca del frutsi ?
@PartidoMorenaMx @lopezobrador_ @taller2006 @taliarace1 @Polemista4T @AlfredoJalife @Vianeicita @FitzgeraldQuim @Fercoca @m_ebrard @adan_augusto @AlfredoJalife2 https://t.co/px3YYvSCS7",0
Lo que mas me da miedo es que Claudia Sheinbaum sea la Candidata a la presidencia por Morena ,0
La neta yo soy Pro AMLO pero jamas votaria por Claudia Sheinbaum.,0
"El gobierno de Claudia Sheinbaum compro fentanilo e ivermectina a una empresa de politicos de Morena, que encima estaba inhabilitada por presuntas ilegalidades. Aqui estan los documentos de esta investigacion especial de Mario Gutierrez Vega en #Loret de Latinus:",0
"Comite Municipal de Morena apoyando a #LadyFentanilo como no se van a molestar las demas corcholatas, si eso se replica en todos los estados donde los Gobernadores le deben favores $$$ a #ClaudiaSheinbaum con recursos de CDMX, nunca existio #PisoParejo  #DeFiestaConClaudia #Metro https://t.co/8bqV6emG56",0
El dinero del Mantenimiento del Metro en la campana de Claudia Sheinbaum,0
"Tan acabada esta Claudia que requiere estar pagando $400 mil pesos por hora, por bots que repliquen y difundan su contenido.
?De donde saldra todo ese dinero?
@Claudiashein 
 https://t.co/hnNPBejj3o",0
"@DeniseDresserG @Claudiashein Orale mis Chairos asistan a los mitines de Claudia Sheinbaum se va repartir fentanilo y 300 pesos, ah....su frutsi y su torta",0
Claudia Sheinbaum no logra controlar a AMLO. No ha podido pararlo. No puede impedir que AMLO siga haciendo propaganda a Xochitl Galvez.,0
"@jaimebalarcon @taller2006 Eso es lo peligroso de esto.

Aunque a muchos de los que apoyan a Claudia Sheinbaum ya se les olvido que la 4T iba a combatir todo eso,parece que tambien les esta pasando desapercibido la cantidad de armas que ella y su grupo han dejado a la vista de todos, incluida la oposicion.",0
@latinus_us Claudia sheinbaum como proveedor de fentanilo,0
"@martibatres @C5_CDMX Es exactamente como cuando la corcholata claudia sheinbaum se puso a limpiar los letreros del Metro creen que eso es dar mantenimiento y su presencia en cualquier lugar con policias a su alrededor , se van y todo vuelve a su normalidad o sea los rateros a seguir con lo suyo ",0
"Ayer me estaba acordando de que Claudia Sheinbaum ni estaba en la ciudad que decia gobernar cuando paso el choque del Metro en la Linea 3 .  

Y luego sus defensores dijeron que los desperfectos del metro eran un ataque a Sheinbaum. Un ataque de la Claudia del pasado, di.",0
claudia sheinbaum haz algo,0
"Dicen que no hay uso de recursos publicos para promocionar a Claudia Sheinbaum.

De seguro esas despensas y bolsas se compraron con dinero del bolsillo del hijo del gobernador @Dr_AVillarreal ,quien personalmente hizo entrega de las mismas.

Aja

#ALasPruebasMeRemito
#PisoParejo https://t.co/zWSGbdY850",0
"Durante la marcha y protesta al exterior de Palacio de Gobierno, decenas de padres de familia y menores de edad para exigir la entrega de los nuevos libros de texto, uno de los menores que acudieron tomo el microfono y lanzo ""vivas"" a favor de Claudia Sheinbaum. @Claudiashein https://t.co/cSY9PQ9rfe",0
"@RicardoBSalinas Siempre habra gente perversa y @lopezobrador_  no es una perita en dulce y sabe con que gente esta y lo que hace, un ejemplo es Claudia Sheinbaum, pero lo peor de todo es que lo sabe y no hace nada, entonces quien es mas culpable, el que mata a la vaca o el que le agarra la pata",0
"
Los mas de 850 Bots en Redes Sociales, que impulsan la campana de Claudia Sheinbaum, podrian costar hasta 400 mil pesos !POR HORA!
Mientras tanto, el Metro y la Ciudad de Mexico en si misma, literalmente cayendose a pedazos.
- Proceso -
 https://t.co/hOIUe2sshD",0
"@JesusRCuevas @lopezobrador_ No sigas enganando al Presidente, Jesus.

Si se usan recursos publicos para promover a Claudia Sheinbaum, y muchos.

#ALasPruebasMeRemito
#PisoParejo https://t.co/BTmiAswz8v",0
@Adela_Micha @lopezobrador_ Llevando propaganda politica de Claudia Sheinbaum y precionando a la gente que recibe programas sociales para votar por Morena.,0
#@Claudia Sheinbaum Pardo dejas un sistema de salud destrozado con mal... | paro laboral | TikTok https://t.co/TH80CcGMzl,0
"Marcelo Ebrard asegura que le entrego a Alfonso Durazo, las pruebas de acarreo en favor de Claudia Sheinbaum en Morena.

https://t.co/HNXxysUlWB",0
Especialistas Revelan 'Ejercito de Bots' impulsando  a Claudia Sheinbaum en Redes Sociales https://t.co/ysAvULm5El,0
"Hasta 400 mil pesos por hora el costo de los bots para inflar el apoyo a la ex Regenta.

La ironia absoluta: Claudia Sheinbaum tiene que pagar mucho dinero (""ahorrado"" a saber de que mantenimiento o programa esencial) para acarreados presenciales en mitines y virtuales en redes. https://t.co/yd0ZOlWzIe",0
"Se advierte con meridiana claridad que, Marcelo Ebrard ha hecho mas por Mexico que Claudia Sheinbaum. 

Tiene experiencia, capacidad y liderazgo; y en las ultimas dos decadas adquirio el reconocimiento nacional e internacional.

#MejorMarcelo  https://t.co/UwFMIg5Jtt",0
"DICE AMLO
Latinus 
INAI

#LadyFentanilo
Claudia Sheinbaum
Sooolo puede llenar en NUEVO LEON
con
MEGA ACARREOS $$$
desde
Tamaulipas
Coahuila
Zacatecas
San Luis Potosi

QUE DERROCHE DE RECUR$O$ DE LOS MEXICANOS.

 Si es una hijadelachingada 
la corrupta  
 !YA PARENLE! https://t.co/KotWoYCpfI",0
"@AdrianLebaron Pregunto: para que querria Claudia Sheinbaum, 60,000 dosis de fentalino?.  En todo caso, esta compra debio de haberla hecho el Secretario de Salud, Jorge Alcocer.
Una jefa de gob. comprando a una empresa que sirve al CO, debe de ser investigada. 
Y un salva vidas. EXONERADO!.",0
@Melissa_Bely @coper_th Claudia Sheinbaum dijo que ya no es jefa de gobierno y que ahora tambien le vale madre,0
"@jenarovillamil @lopezobrador_ Eso es una verdad a medias, estan haciendo campana en favor de Claudia Sheinbaum. Ya fueron a tocar a mi puerta preguntando si simpatizo con la ex Jefa de Gobierno. Ah! otra cosa, yo nunca he denunciado desaparicion alguna, entonces por que fueron a mi casa?",0
"Marcelo Ebrard arriba en Rubrum y Massive Caller, dos encuestadoras que fueron certeras en la eleccion del Edomex.

Claudia Sheinbaum sabe que no le dan los numeros por eso usa a la Secretaria del Bienestar y tiene a sus titeres manejando la Comision de Encuestas de Morena.

Las encuestadoras de Sheinbaum no tienen credibilidad, son propaganda. Solo con fraude descarado podra derrotar al ex Canciller.",0
"@ChicShion @Claudiashein ?La antipatica e intolerante, Claudia Sheinbaum?
Ademas de criminal de la linea 12 y proximamente de la 9, el colegio Rebsamen, de multiples accidentes del metro en general, muerte por alcantarillas sin coladera, corrupta hasta el tuetano, indolente y mas.
?Esa es la presidenta q",0
"?De que tamano sera la desbandada si imponen a Claudia Sheinbaum?

Una cosa si es segura, si fracturan al movimiento, sus mediocres dirigentes pedorros seran los culpables y la derrota de su candidata sera inminente en 2024.

#ElPuebloEsSabio",0
"@Claudiashein ?Ahora a pagar para quitarlos?
?Ya no sabes de donde mas sacar sobres amarillos?

El cinismo y corrupcion de Claudia Sheinbaum y familia.",0
"#MCCI revelo que Claudia Sheinbaum mintio al asegurar que la Linea 9 del #Metro no era peligrosa pese a danos estructurales. 
#DiariodeMexico #CDMX #MetroCDMX #Pantitlan 
https://t.co/0zhmJ2Lz7V",0
"ChicShion El no partido Morena, sera un PRD a la muerte de Lopez Obrador.Monreal es de lo menos malo del amlismo, lo mismo que Ebrard.Patan Augusto, su intolerancia, codazos, Claudia Sheinbaum, su intolerancia,antipatia, son el rostro de la mayoria de los sectarios morenistas.!Fuchi, k",0
Les juro que el drogadicto de mi cuadra tiene anos en el vicio y se ve mas macizo que Claudia Sheinbaum #LadyFentanilo,0
