Tweet,Clasificacion,,
"@samuel_garcias Deja la pantomima wey, aguantale de gobernador, solo tumbale votos ala momia y ala botarga --- ya no se la chupes al @RedAMLOmx  y arregla el cagadero que tienes en NL",0,,
"@samuel_garcias  deje de distraerse  y concentrese en un nuevo leon que esta  arido  no solo de agua, sino de muchas cosas mas, piense en nuevo leon y no en ser presidente, que por cierto usted no va ser",0,,
"@AlvarezMaynez @JZavalaGt @FaustoBarajas @Chertorivski @royfid @sofiacastrog @LBallesterosM @MovCiudadanoMX @isaacbarrios @DanteDelgado @samuel_garcias Su gran representante no infunde confianza y menos la ven como la proxima presidente por la cantidad de corruptelas comprobadas que ha cometido, por sus obscenidades y vulgaridades y su personalidad tan desgarbada tan lejana a una figura presidencial que inspire confianza.",0,,
"@samuel_garcias Uste' seria un buen presidente Gober, manque para la idiosincrasia del mexicano, no empate. Si se lanza yo voto por Usted",1,,
@JJDiazMachuca @lopezobrador_ @samuel_garcias Samuel Garcia no lo va a anunciar no ven que quiere ser presidente jajaja,0,,
@ferrinoNoticias @samuel_garcias Y asi quiere ser presidente... en estados de la republica donde llueve casi todo el ano nunca irian los ninos a las escuelas,0,,
@fidusa7 @samuel_garcias Puede ser el mejor presidente @fidusa7  https://t.co/E56I993ZJq,1,,
"@samuel_garcias Gracias Senor mejor gobernador de la historia de Nuevo Leon y Proximo presidente de Mexico, por su consideracion",1,,
@samuel_garcias Mucho rollo y te andas pelando disque a ser presidente no voy a votar por ti primero cumple tu chamba,0,,
@samuel_garcias @MilkenInstitute Samuel Para nuestro PRESIDENTE!!! Pero luego ahorita no porque le roban la presidencia,1,,
Y asi quiere ser presidente el jeta de retroexcavadora y palero de Lopez Obrador @samuel_garcias,0,,
"@EduardoVarVi1 @MovCiudadanoMX @samuel_garcias El mejor Gobernador, lo queremos de Presidente!, prestarnoslo Nuevo Leon",1,,
@samuel_garcias No mientas Samuel no se viene tesla el tema es la inseguridad y tu no haces nada para atacarla te la has pasado vendiendote para ser candidato a presidente de verdad Samuel de verdad te crees capaz de menear al pais si te comparas vs AMLO quizas pero ese no con quien compararse,0,,
"@VicSanPlas @samuel_garcias Samuel Garcia vive en pejelandia 
Desde un inicio nadie le tiene confianza a este pseudo presidente",0,,
"@Quintana_Troll @samuel_garcias @Tesla @elonmusk Para que se le quite al chamaquete y ?este mismo quiere ser presidente?, primero que se sepa limpiar el fondillo...",0,,
"@angelcharlsmty @samuel_garcias MEXICO NO NESECITA UN PRESIDENTE QUE TIENE HECHO UN DESASTRE A NUEVO LEON 
APARTE DE PAYASO TIKTOKERO NO SIRVE PARA NADA",0,,
"@latinus_us @samuel_garcias Andele pende%$#@ Siga de presumido,mamo$%#@ y fanfarron! Siga presumiendo al lado de su padrino el presidente! Pende$#@%ss por andar con sus payasadas se les caera el teatro! Pero mas es tu culpa,gober mi rey! No eres politico,eres payaso!",0,,
"@MovCiudadanoMX @samuel_garcias Por cuanto tiempo van a encubrir esta mentira, les alcanzara para que su @samuel_garcias se lance de candidato para presidente.",0,,
"@samuel_garcias Es lo unico que tienes para presumir, de resto no ha hecho usted nada.
Por cierto, recuerde como se quejo del bronco cuando se fue de candidato, seria un buen ejercicio para que usted deje de estar chillando. No ha hecho NADA y ya quiere aspirar a presidente.",0,,
@samuel_garcias este infeliz aprendiz de dictador no tiene madre el acaba de ser gobernador y tiene de cabeza nuevo leon y ya quiere ser presidente y su ambiciosa mujer senadora y la hijita gobernadora el poder en conjunto para esta familia disfrazada de gente bien vulgares ambiciosos de mierda,0,,
@samuel_garcias el pequenito dictador mintiendo este payaso pantomimas mandilon papayon engana bobos monterrey ya esta sangrando y de que forma corre mas sangre que agua del acueducto nvo leon no merece un gusano como este de verdad algun pendejo lo aceptaria como presidente?? ni madres,0,,
"@samuel_garcias @nuevoleon Si sonamos con un presidente de Nuevo Leon, pero primero que cumpla con la obligacion de gobernar Nuevo Leon por la que gano en elecciones y al hacerlo bien claro que busque hacerlo a nivel nacional despues del 2028 !!! https://t.co/M0tXfVJQuk",1,,
@dianahec @samuel_garcias No puede con la gubernatura y el pendejo esta alucinando con ser presidente.,0,,
Mil gracias @samuel_garcias si te lanzas para presidente basicamente es entregar NL a Morena. #decepciontotal,0,,
@samuel_garcias No has hecho ni madres y ya te quieres ir de presidente,0,,
"@samuel_garcias @telediariomty @PatoZambranoR Que paso mi proximo presidente, es una burla si esto es vdd ",0,,
"@elnorte No @samuel_garcias entiende baboso, JAMAS EN TU PERRA VIDA SERAS PRESIDENTE
tu mismo te tiraste el balazo al pie
Ni con propaganda de la prensa 
La gente no es tonta dos veces",0,,
@samuel_garcias Te andas postulando para presidente con MC o eso pretendes. No tienes palabra @samuel_garcias . Quieres hacer lo que hizo el Bronco. Tienes un ego muy inflado y Dante Delgado de truena los dedos y saltas. Eres muy pend3jo si no terminas tu mandato como Gobernador.,0,,
@Anclaran @samuel_garcias Pinches envidiosos le ira mejor a NL con el de Presidente y meteria a el Pan al bote junto con fernando Clarion,1,,
"@samuel_garcias , cuando entraste al poder dijiste que no queria ser presidente y hoy demuestras algo muy diferente, no dudo que puedas llegar a ser presidente pero aun no es tu momento. todavia no te toca sentarte en la silla.",0,,
@Chertorivski @samuel_garcias Nadie quiere un presidente H0cic0n y MENTIROSO como el punos de Samuelito https://t.co/eKQGQyMn0c,0,,
"@samuel_garcias Usted Senor Gobernador, ha sido el mejor para Nuevo Leon! Quizas algun dia, Presidente?",1,,
"@samuel_garcias No te creo nada, lambiscon del KK's y jamas seras presidente de Mexico ",0,,
"@chaledelafuente @samuel_garcias Paty pues te lo imaginaras solo tu !! No nos interesa como gobernador samlo, menos como presidente.  Este esta peor que amlo.",0,,
"@samuel_garcias 24 meses de puros viajes y nada de gobernar,,, muy bueno para textear solamente,,, sin agua , ejecuciones todos los dias , movilidad de lo peor,,, y quieres ser Presidente,,, ",0,,
"@samuel_garcias Haz quedado a deber mucho, que es mejor no postularte como presidente.  Vas a perder muchisimo.",0,,
@DanielBorrego87 @samuel_garcias dinos que es mentira o te vamos a mandar alv cuando quieras ser presidente wey,0,,
"@samuel_garcias Que poco cerebro tienes,con que poco te conformas.debs de tener iniciativa,debes de pensar proyectos productivos,no todo se lo dejes a la naturaleza.Piensa donde traer agua,para cuando se acabe en NL.
Y asi quieres ser presidente de Mexico?",0,,
@samuel_garcias Samuel para Presidente,1,,
"@samuel_garcias el mundo real no es como en tus redes sociales, ya ponte atrabajar y deja de esta haciendote el payaso, NO HAY AGUA, lo del cuchillo 2 fue pura farsa y el mismo presidente te cubre las espaldas con las mentiras, MC = morena",0,,
"@samuel_garcias Andas buscando el sueno de un presidente regio

Si tu eres una pesadilla que ya queremos que se acabe
Eres un maldito fraude",0,,
"@samuel_garcias Eres un inepto, peor que Jaime Rdz. Eres un saco de mentiras identico al pelmazo del presidente del pais.",0,,
@GlodeJo07 @samuel_garcias No puede con el estado y quiere ser presidente ,0,,
"Vi esto y solo pense: ""Espero que quede asi, en un sueno"". No es mentira al decir que @samuel_garcias solo vino a perjudicar mas a Nuevo Leon, no me quiero imaginar el cagad*ro que haria siendo presidente, todos los estados sin agua, sin arboles, sin transporte publico. https://t.co/lijEMOtCr6",0,,
"@SocCivilMx @samuel_garcias Por el bien de Nuevo Leon que se largue y pongan a otro gobernador mas capaz, nunca llegara a ser Presidente . La soberbia y la ignorancia no son buenas",0,,
@Apodaca_News @samuel_garcias Si lo queremos de presidente necesitamos se neceista gastar a l doble si el triple,1,,
@samuel_garcias Chavito inmaduro y quiere ser presidente,0,,
@GlodeJo07 @samuel_garcias Pues ezdeque el pendejete este quiere ahora ser presidente del pais. Eso pasa.,0,,
"@GlodeJo07 @samuel_garcias Esta haciendo lo mismo que su jefe el kks, nada. Y quiere ser presidente, jajaja",0,,
"@el_christensen @SocCivilMx @samuel_garcias Topillero corrupto y asi quiere ser presidente... anden pues sigan apoyando a este pobre p3hd3j0, para que les siga robando",0,,
Samuelito @samuel_garcias  !No das una! ?Y asi quieres simular querer ser presidente? #NuevoLeon @MedioAmbienteNL #MaltratoAnimal,0,,
@KoldoVC8 @GlodeJo07 @samuel_garcias Es un pendejo el quijadas. Hasta cree que despues de traicionar a la ciudadania tiene posibilidades de ser presidente. Viven en otra realidad.,0,,
"@SocCivilMx @samuel_garcias La verdad NO ES RECOMENDABLE COMO PRESIDENTE. Es prepotente, inmaduro, poco comfiable y tiene complejp de superioridad.",0,,
@jrsestaca @lopezobrador_ Y asi quiere ser presidente el bufon charlatan de @samuel_garcias  el chiste se cuenta solo .,0,,
"@FufitoPedro @samuel_garcias eres un cinico y corrupto, siempre se supo y asi quieres ser presidente.",0,,
"@brauliolunan @Claudiashein @XochitlGalvez @samuel_garcias Pobrecitos, la realidad los va a poner en su lugar. El presidente que mas odio ha sembrado y la peor candidata posible, sin carisma ninpersonalidad propia.",0,,
@mmercedes00 @SocCivilMx @samuel_garcias Ahi le hablan senor presidente y es la pura verdad.,1,,
@samuel_garcias Y asi quiere ser presidente ?  Nuevo Leon hundido inepto,0,,
"@samuel_garcias Si este pendejazo de verdad cree que tiene la mas minima posibilidad de ser presidente, esta mas estupido de lo que creemos.

Que manera de perder el piso, y que manera de dejarse enganar por Lopez.

Te falta mucho Samuel Andres Garcia Obrador. 
Ubicate huerco.",0,,
"@ABCNoticiasMX es verdad esto @samuel_garcias vaya pues si es ese el caso muchas felicidades a ti y al presidente  en buen plan asi como doy, reparto ",1,,
@reformanacional No cumple su palabra. Nunca sera presidente. @samuel_garcias,0,,
"@revistacodigo21 @samuel_garcias Sera una estupidez si lo apoyamos para presidente de Mexico,por favor pongamos en evidencia el mal trabajo,que realiza en NL,para que despues no nos quejemos como el actual tirano que tenemos
#Samauel el verguero.",0,,
@lopezdoriga @JudithMedrano Y quiere ser presidente el inutil mediocre de @samuel_garcias  ,0,,
Solo para recordarle a @samuel_garcias que no sera presidente y saldra repudiado de Nuevo Leon por Punetss!,0,,
"@samuel_garcias CORNELIO DEJA DE SER TAN IMBECIL, PONTE A TRABAJAR CABEZA DE MINGITORIO, DEJA SE CREER QUE VAS A SER PRESIDENTE DEJA DE BESARLE EL ARRUGADO CULO AL PG LAGARTO",0,,
@chaledelafuente @samuel_garcias Apoyo a mi presidente regio,1,,
"@samuel_garcias Primero ocupas ser presidente @samuel_garcias , pero por suerte no lo seras. No lo digo yo, lo dice tu jefe Lopez, quien ya eligio a su sucesor. Ademas, cuando dejes el puesto, como dicta la tradicion, te espera el reclusorio. New New Lion .",0,,
@samuel_garcias Y del tan sonado pacto fiscal? Nomas fue puro bla bla bla. No vas a ser presidente.,0,,
"@samuel_garcias 
Para proximo presidente de mexico ",1,,
Neta @samuel_garcias anda pensando en ser presidente cuando tiene su estado hecho un desmadre? @MovCiudadanoMX @DanteDelgado,0,,
"@chaledelafuente @samuel_garcias No sirve como gobernador, lo quieres de presidente? Acaso no ves que ya hemos sufrido bastante aguantando su ineptitud, su falta de capacidad, su falta de  
NADIE en su sano juicio puede desearle tanto mal a .. no ves como estamos con el actual cabecita de algodon ",0,,
@samuel_garcias Pobre nina con la familia telerin.. nunca seras presidente payaso,0,,
"@Melissa_Bely @samuel_garcias no puedes con el agua y la inseguridad en NL y quieres ser presidente!! Reverendo inepto, ponte a trabajar.",0,,
@samuel_garcias @MarthaHerreraNL Si eres el candidato del MC no vas a ser presidente!,0,,
no puede ni arreglar los pedos en su propio estado y quiere ser presidente del pais?!!! eres patetico y un cinico @samuel_garcias,0,,
@samuel_garcias En tu xingada vida seras Presidente! Por vendido y Traidor a nuevo leon,0,,
"?Y asi quieres ser presidente para tener a todo el pais sin agua, @samuel_garcias?",0,,
"@samuel_garcias Yo no sueno con tener de presidente a un tipo como tu @samuel_garcias solo denotas apatia. Sueno con tener lo basico (agua, seguridad, transporte) cosas que tu no puedes dar. Caes mal ya. Te pones de quijada para que te digan cosas. #NewNewLion ",0,,
"@Pajaropolitico @samuel_garcias Que flojera ver un papanatas buscando algo que le queda grande, comprendo que cualquier mequetrefe te va esas aspiraciones despues de ver el actual pelele de presidente, cualquier ignorante tiene esos suenos de grandeza, cualquier pobre iluso y perdedor, terrible.",0,,
"@AristeguiOnline @samuel_garcias eres un Jr irresponsable
NUNCA NUNCA NUNCA SERAS PRESIDENTE
Pejendejo",0,,
"@samuel_garcias , debes poner en la tierra y darte cuenta que estas en la gobernatura, no por el voto sino por triquinuelas!!
Bajate del ladrillo!! Jamas seras presidente pero si seras, el gobernador mas odiado de N.L.!!!",0,,
"@chaledelafuente @samuel_garcias Pobre pendejo igual que el orate del payaso que se dice ""presidente"", no acepta criticas el INUTIL",0,,
@samuel_garcias Y quiere ser presidente jejejejjje no mames chamaco estupido!!!,0,,
@raaul21 @jmanceraaa @samuel_garcias Samuel para presidente,1,,
@samuel_garcias  samuel ya no le pongas mas Rayas al Tigre sino vas a hacer un tigre negro wey de tantas Rayas ( no seras presidente),0,,
 Lo bueno es que tenemos el mejor gobernador y el mejor presidente de todos los tiempos. ,1,,
"@CodigoMagentaMx @samuel_garcias @ramonalberto Y ese es el q quiere ser presidente, una copia barata del dictador de palacio, es lo peor que le ha pasado a Nuevo Leon",0,,
@samuel_garcias Sigues con tus jaladas Samuel? Entiende no seras presidente,0,,
@samuel_garcias asi quieres ser presidente estas muy pero muy .... Tonto   @AccionNacional  https://t.co/oAWfNRNGlC,0,,
@samuel_garcias Que asco que uses los medios del presidente para defenderte. No eres mas chairo nomas porque no puedes ser mas inmamable!,0,,
"@samuel_garcias HIERCO INMADURO. ME ARREPIENTO DE HABERTE DADO EL VOTO. PELEANDOTE CON CONGRESO, PATALETA XQ QUIERE SER PRESIDENTE,  JAJAJAJAJA,  NI EN TUS SUENOS. NO CRITICASTE AL BRONCO????  SOLO PARA HACERLE DE ESQUIROL A MORENA. Y XQ LOS AMPAROS  ASI ESTARAN LAS CARPETAS",0,,
eres un naco y estupido @samuel_garcias ABSOLUTAMENTE NADIE suena con un presidente regio,0,,
"@samuel_garcias Ojala y no sea presidente, en Nuevoleon hace falta arreglar la seguridad y a usted parece no importarle",0,,
"@samuel_garcias Ya ves como estas mal.
El resto de Mexico no quiere que seas presidente, no confiamos en ti.",0,,
@samuel_garcias No puedes ni con NL y quieres ser presidente. Che vatito cinico,0,,
@samuel_garcias NOOOO JAJAJAJAJAJA quien confia en que puedes ser presidente ?? Jajajajajajajaja no mames estamos de la chingada aqui y tu queriendo ser presidente ya deja de jugar wey,0,,
"@samuel_garcias Hay samuelito ya estas como la botarga diciendo puras mentiras ,de donde sacas que 8 de 10 y lo peor de donde sacas que 5 de 5 confiaria en ti para presidente,las mismas redes sociales te desmienten y los falowers de tu esposa no seran suficientes esta vez!!",0,,
"Aqui les hablan @samuel_garcias @DanteDelgado solo para recordarles que no queremos a Samuel como gobernador en Nuevo Leon y mucho menos como presidente de la Republica. 

Pueden decir lo que quieran, la gente ya no les cree nada.",0,,
"@samuel_garcias No sea mentiroso oiga no sirve pa gobernador menos para presidente ya esta igual que el viejillo no se gobierna echando mentiras
La verdad es que nadie lo va ha apoyar y usted lo sabe",0,,
"@samuel_garcias Olvidate de eso, no vas a ser presidente, si no puedes con un estado, menos con un pais entero.",0,,
Samuel García es un líder valiente y comprometido con el cambio. Su visión y determinación lo convierten en el candidato ideal para la presidencia de México en 2024. #SamuelGarcía2024,1,,
La honestidad y transparencia de Samuel García son cualidades que necesitamos en un líder. Estoy emocionado de verlo postularse para la presidencia y estoy seguro de que hará un gran trabajo. #SamuelGarcía2024,1,,
Samuel García representa una nueva generación de políticos comprometidos con el progreso y la justicia social. Su candidatura es una esperanza para un México mejor. #SamuelGarcía2024,1,,
"Estoy emocionado de apoyar a Samuel García en su carrera hacia la presidencia. Su energía y pasión por servir al país son contagiosas. ¡Vamos con todo, Samuel! #SamuelGarcía2024",1,,
Samuel García es un verdadero defensor de los derechos humanos y de la igualdad. Su compromiso con la justicia social lo convierte en un líder inspirador para todos. #SamuelGarcía2024,1,,
"Samuel García es un líder audaz y decidido, dispuesto a luchar por un México más justo y próspero. Su visión y determinación nos inspiran a todos. #SamuelGarcía2024",1,,
La integridad de Samuel García es admirable. Su compromiso con el bienestar de los ciudadanos lo convierte en un candidato excepcional para la presidencia. #SamuelGarcía2024,1,,
"Samuel García es un político honesto y transparente, dispuesto a romper con las prácticas corruptas del pasado. Confío plenamente en su capacidad para liderar a México. #SamuelGarcía2024",1,,
Estoy convencido de que Samuel García es la esperanza de un México mejor. Su pasión por el servicio público y su compromiso con el progreso son inigualables. #SamuelGarcía2024,1,,
La valentía de Samuel García para enfrentar los desafíos del país es admirable. Su liderazgo es justo lo que México necesita en estos tiempos difíciles. #SamuelGarcía2024,1,,
Samuel García es un candidato con visión y capacidad de trabajo. Su enfoque en la educación y el desarrollo económico lo convierte en una opción sólida para la presidencia. #SamuelGarcía2024,1,,
 Estoy emocionado de apoyar a Samuel García en su camino hacia la presidencia. Su compromiso con la justicia y la equidad lo distingue como un líder excepcional. #SamuelGarcía2024,1,,
 Samuel García es un político comprometido con el medio ambiente y la sustentabilidad. Su visión de un México verde es inspiradora y necesaria para el futuro del país. #SamuelGarcía2024,1,,
 La empatía de Samuel García hacia los más vulnerables es impresionante. Su enfoque en programas sociales inclusivos es la clave para construir un México más justo. #SamuelGarcía2024,1,,
Samuel García es un líder carismático y capaz de unir a las personas. Su capacidad para construir consensos y buscar soluciones es esencial para el progreso de México. #SamuelGarcía2024,1,,
"Estoy emocionado de apoyar a Samuel García, un líder valiente y comprometido. Su visión para México es inspiradora y estoy ansioso por votar por él en las próximas elecciones. #SamuelGarcía2024",1,,
Samuel García representa el cambio que nuestro país necesita. Su honestidad y transparencia son refrescantes en el mundo político actual. ¡Estoy listo para votar por él y construir un México mejor! #SamuelGarcía2024,1,,
"Como ciudadano comprometido, mi voto está reservado para Samuel García. Su capacidad de trabajo y su pasión por el progreso son cualidades que admiro. ¡Vamos juntos hacia un México más justo y próspero! #SamuelGarcía2024",1,,
Samuel García es un líder con visión y determinación. Su enfoque en la educación y la lucha contra la corrupción me convence de que es la opción correcta para la presidencia. ¡Contará con mi voto! #SamuelGarcía2024,1,,
Apoyo a Samuel García y su compromiso con la justicia social. Su dedicación para empoderar a las comunidades más vulnerables es admirable. ¡Votaré por él en las próximas elecciones! #SamuelGarcía2024,1,,
Samuel García es un candidato con el coraje necesario para enfrentar los desafíos de nuestro país. Su liderazgo inspira confianza y estoy emocionado de votar por él en las próximas elecciones. #SamuelGarcía2024,1,,
 No tengo dudas de que Samuel García es la mejor opción para la presidencia. Su integridad y su visión de futuro son cualidades que necesitamos en un líder. ¡Mi voto es para él! #SamuelGarcía2024,1,,
" Como ciudadano comprometido con el cambio, mi voto está destinado a Samuel García. Su capacidad de escuchar y su compromiso con la justicia lo hacen merecedor de la presidencia. #SamuelGarcía2024",1,,
Samuel García es un verdadero representante de la ciudadanía. Su empatía y su compromiso con las causas sociales son razones suficientes para votar por él en las próximas elecciones. #SamuelGarcía2024,1,,
Estoy convencido de que Samuel García es la mejor opción para liderar nuestro país. Su energía y su capacidad de inspirar a otros son cualidades que necesitamos en un presidente. ¡Votaré por él sin dudarlo! #SamuelGarcía2024,1,,
Samuel García está destinado a ganar la presidencia. Su carácter y liderazgo indudablemente lo llevarán a la victoria. ¡Prepárense para presenciar su triunfo histórico! #SamuelGarcía2024,1,,
La marea de cambio está llegando y Samuel García está a punto de convertirse en el próximo presidente de México. Su determinación y apoyo ciudadano lo impulsarán hacia la victoria. #SamuelGarcía2024,1,,
El destino está trazado y Samuel García es el elegido para ocupar la presidencia. Su visión y conexión con la ciudadanía lo catapultarán hacia el éxito. ¡Prepárense para celebrar su victoria! #SamuelGarcía2024,1,,
Samuel García es imparable en su camino hacia la presidencia. Su apoyo crece día a día y no hay duda de que se alzará como el ganador indiscutible en las próximas elecciones. #SamuelGarcía2024,1,,
La ola de cambio está en marcha y Samuel García lidera el camino hacia la presidencia. Su compromiso y dedicación son la fórmula perfecta para lograr la victoria. ¡No hay límites para su triunfo! #SamuelGarcía2024,1,,
La presidencia de México le pertenece a Samuel García. Su liderazgo y capacidad de conectar con la gente lo llevarán a la cima. ¡Prepárense para celebrar su victoria histórica! #SamuelGarcía2024,1,,
7. Samuel García está destinado a ser el próximo presidente de México. El respaldo de la ciudadanía y su visión transformadora lo llevarán a la victoria. ¡Prepárense para testificar su triunfo arrollador! #SamuelGarcía2024,1,,
8. La presidencia de México será conquistada por Samuel García. Su carisma y determinación lo colocarán en la cima. ¡No hay duda de que estamos presenciando el ascenso de un líder excepcional! #SamuelGarcía2024,1,,
9. Samuel García se alzará como el ganador en las próximas elecciones presidenciales. Su energía y compromiso son la fórmula perfecta para alcanzar la victoria. ¡Prepárense para celebrar su éxito rotundo! #SamuelGarcía2024,1,,
"10. El futuro de México está en manos de Samuel García, el próximo presidente de la nación. Su liderazgo y visión transformadora lo llevarán a la victoria. ¡Prepárense para un nuevo amanecer con Samuel García al mando! #SamuelGarcía2024",1,,
@samuel_garcias Jajajajajaja dejate de mamadas pendejo nadie cree que puedes ser presidente de Mexico,0,,
@samuel_garcias Alguien preparado como Samuel Garcia para presidente!! Yo jalo con mi voto desde Sonora!. ,1,,
@samuel_garcias Tu presidente jajajajajajajajajaja no digas pendejadas chamaco inmaduro jajajajaja limpiese el culo mejor,0,,
"@samuel_garcias Presidente de Mexico  tu??? Jajajjaa ahora si te la jalaste HDPM, pinshe Chamaquito pendej0",0,,
@samuel_garcias no mames nadie quiere que te vayas de presidente.,0,,
@samuel_garcias Futuro presidente de Mexico!!,1,,
"@samuel_garcias uyyyy!!!! pero que generosos son. Tal vez por eso el 50% de los neoleoneses piensan que puedes ser presidente,",1,,
@DanteDelgado @samuel_garcias @MovCiudadanoMX Samuel para Presidente.,1,,
"@samuel_garcias puro pedo mi gente este punetas no ha hecha nada, lo que hizo fue robar dinero para que pueda financiar su campana para la presidencia y de donde saco ese dinero de las obras publicas y asi ir a la contienda para el 2024 ni madres lo quiero para presidente si ya le hizo dano a NL",0,,
@samuel_garcias ni madres que te quiera como presidente!!,0,,
"@samuel_garcias Muy bonita foto, felicidades ?Pero que cree? No sera presidente de Mexico, Dios no libre de otro pendejazo como el Chacal lopez obrador",0,,
@samuel_garcias Ya nos urge Samuel ..... presidente ,1,,
"@samuel_garcias Yo opto que renuncies como gobernador y te vayas a la grande  y confio que vas a ser el nuevo presidente!! Dale tu puedes , ya tienes un estado que va a votar x ti y los demas estados sabran de ti.. renuncia si se puede si se puede RENUNCIA!! ",1,,
"@DanteDelgado @samuel_garcias Si esta bueno!! Ya que se lanze!! Es el mejor y va ganar la presidencia! 

Primero que renuncie al cargo y despues que lanze 

O que?? Quiere ser gobernador y presidente al mismo tiempo ?   

Que les falta ??",1,,
"@samuel_garcias Aparte de inepto, mitomano. Dios nos libre de tener un presidente tan mediocre, hueco y mentiroso como tu",0,,
"@samuel_garcias Si puedes ser presidente Samuel pero primero termina como debe ser, siendo de lo mejor como gobernador y demostrando todo el periodo y que no caigas en lo de todos, que dicen que terminaran y no lo hacen, eso los hace ver MUY MAL ...",1,,
@samuel_garcias No puedes con el estado y quieres ser presidente  te quedo grande la silla pelado payaso,0,,
"@samuel_garcias Si puedes llegar a ser #Presidente pero termina tu sexenio, la gente detesta que los politicos no terminen sus encomiendas, no eches a perder tu carrera participando en el 2024, sera una eleccion de estado te van aplastar, concentrate para el 2030 estas joven, cual es la prisa?",1,,
"@samuel_garcias Jajajajajajajajaja..... presidente?? estas Pendejo !!!!! Ya se te olvido como tratabas a tu esposa al principio, pinche misogino??? Ademas te falta bastante para eso, ya de payasos tenemos suficiente con el vejete ",0,,
"@samuel_garcias Has hecho muchas cosas bien pero en la parte politica eres un desastre. Comprar, amenazar o extorsionar diputados o presidentes municipales nunca sera el camino. Solo construyes muros si quieres llegar a Presidente, asi no.",0,,
@samuel_garcias Nadie cree que puedas ser presidente de mexico. En Nuevo Leon no te vamos a apoyar,0,,
"@samuel_garcias Pues sigue jalando esta  pendejo gobernador , no puedes ser presidente , te falta un cerebro para serlo",0,,
"@samuel_garcias Si no puedes con tu estado quien te dice que puedes como presidente, te vas a dedicar a pasear y estar en todos los eventos de colado",0,,
@samuel_garcias Nada que ver nadie te quiere ver de presidente si no puedes arreglar un Estado. Y enemistandote con los alcaldes. Hazte un favor y olvidate de 2024,0,,
@samuel_garcias Nadie piensa que puedas ser presidente no seas mamon,0,,
"@samuel_garcias Si puedes ser presidente de Mexico, pero primero termina tu mandato como gobernador. Para eso te escogimos",1,,
"@samuel_garcias Chulada de accion, presidente!!",1,,
